reference_x,reference_y,source_x,source_y,residual_dy,residual_dx,residual_magnitude_px,peak_score,ambiguity_ratio,valid_fraction,accepted
88.65771484375,13.97949504852295,97.14892578125,13.97949504852295,,,,,,,True
158.28564453125,24.200315475463867,163.38037109375,22.496845245361328,,,,,,,True
168.47509765625,27.607255935668945,175.26806640625,25.903785705566406,,,,,,,True
176.96630859375,29.310726165771484,183.75927734375,27.607255935668945,,,,,,,True
185.45751953125,29.310726165771484,192.25048828125,29.310726165771484,,,,,,,True
195.64697265625,31.014196395874023,200.74169921875,31.014196395874023,,,,,,,True
205.83642578125,32.71766662597656,210.93115234375,32.71766662597656,,,,,,,True
282.25732421875,46.345428466796875,285.65380859375,46.345428466796875,,,,,,,True
171.87158203125,54.86277770996094,176.96630859375,54.86277770996094,,,,,,,True
353.58349609375,73.60094451904297,356.97998046875,71.89747619628906,,,,,,,True
134.51025390625,83.82176971435547,143.00146484375,85.52523803710938,,,,,,,True
452.08154296875,100.8564682006836,453.77978515625,99.15299987792969,,,,,,,True
487.74462890625,104.26341247558594,486.04638671875,104.26341247558594,,,,,,,True
781.54052734375,136.62933349609375,774.74755859375,136.62933349609375,,,,,,,True
790.03173828125,138.3328094482422,783.23876953125,136.62933349609375,,,,,,,True
54.69287109375,145.1466827392578,64.88232421875,145.1466827392578,,,,,,,True
214.32763671875,151.9605712890625,217.72412109375,150.25709533691406,,,,,,,True
637.18994140625,151.9605712890625,635.49169921875,153.66404724121094,,,,,,,True
807.01416015625,157.07098388671875,801.91943359375,157.07098388671875,,,,,,,True
132.81201171875,172.40220642089844,137.90673828125,174.10568237304688,,,,,,,True
426.60791015625,177.5126190185547,426.60791015625,175.8091583251953,,,,,,,True
103.94189453125,175.8091583251953,110.73486328125,177.5126190185547,,,,,,,True
68.27880859375,179.21609497070312,75.07177734375,179.21609497070312,,,,,,,True
185.45751953125,206.47161865234375,190.55224609375,206.47161865234375,,,,,,,True
526.80419921875,206.47161865234375,530.20068359375,206.47161865234375,,,,,,,True
650.77587890625,214.9889678955078,649.07763671875,214.9889678955078,,,,,,,True
572.65673828125,232.02366638183594,572.65673828125,232.02366638183594,,,,,,,True
582.84619140625,233.7271270751953,581.14794921875,232.02366638183594,,,,,,,True
224.51708984375,237.1340789794922,231.31005859375,238.83753967285156,,,,,,,True
17.33154296875,249.05836486816406,25.82275390625,249.05836486816406,,,,,,,True
34.31396484375,252.46530151367188,44.50341796875,254.1687774658203,,,,,,,True
127.71728515625,267.7965393066406,136.20849609375,269.5,,,,,,,True
282.25732421875,295.05206298828125,285.65380859375,295.05206298828125,,,,,,,True
407.92724609375,317.1971740722656,411.32373046875,317.1971740722656,,,,,,,True
489.44287109375,330.8249206542969,491.14111328125,330.8249206542969,,,,,,,True
976.83837890625,342.74920654296875,968.34716796875,342.74920654296875,,,,,,,True
1143.26611328125,344.45269775390625,1136.47314453125,342.74920654296875,,,,,,,True
650.77587890625,358.0804443359375,652.47412109375,359.7839050292969,,,,,,,True
983.63134765625,363.19085693359375,975.14013671875,361.4873962402344,,,,,,,True
749.27392578125,375.1151428222656,747.57568359375,375.1151428222656,,,,,,,True
