product_id,acquisition_date,tif_path,xml_path,width,height,resolution_x,resolution_y,left,bottom,right,top,crs,sun_azimuth_deg,sun_azimuth_tag,sun_elevation_deg,sun_elevation_tag,incidence_angle_deg,incidence_angle_tag,emission_angle_deg,emission_angle_tag,phase_angle_deg,phase_angle_tag
ch2_tmc_ndn_20191212T0423276513_d_oth_d18,2019-12-12,E:\SIH26166\data\raw\tmc2\2019_12_12\data\derived\20191212\ch2_tmc_ndn_20191212T0423276513_d_oth_d18.tif,E:\SIH26166\data\raw\tmc2\2019_12_12\data\derived\20191212\ch2_tmc_ndn_20191212T0423276513_d_oth_d18.xml,4008,160540,0.0001666,0.0001666,11.370318471724017,1.7105493625053434,12.038051271724017,28.456513362505344,"GEOGCS[""SelenoGraphic"",DATUM[""Moon Spheroid"",SPHEROID[""Moon Spheroid"",1737400,0]],PRIMEM[""Reference_Meridian"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",233.270861,sun_azimuth,67.441269,sun_elevation,,,,,,
ch2_tmc_ndn_20200108T1153531115_d_oth_d18,2020-01-08,E:\SIH26166\data\raw\tmc2\2020_01_08\data\derived\20200108\ch2_tmc_ndn_20200108T1153531115_d_oth_d18.tif,E:\SIH26166\data\raw\tmc2\2020_01_08\data\derived\20200108\ch2_tmc_ndn_20200108T1153531115_d_oth_d18.xml,4360,162828,0.0001666,0.0001666,11.215920638559357,-23.974998542966002,11.942296638559357,3.1521462570340013,"GEOGCS[""SelenoGraphic"",DATUM[""Moon Spheroid"",SPHEROID[""Moon Spheroid"",1737400,0]],PRIMEM[""Reference_Meridian"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",57.237516,sun_azimuth,72.758283,sun_elevation,,,,,,
