source_x,source_y,raw_reference_x,raw_reference_y,geometric_reference_x,geometric_reference_y,refined_reference_x,refined_reference_y,phase_response,shift_x,shift_y,raw_gt_error_px,geometric_gt_error_px,refined_gt_error_px
232.55156,95.48697,264.09042,55.539818,264.08783,55.539787,264.11548,55.622746,0.9261306,0.027650075,0.08295955,0.039303202,0.03764011,0.074326746
232.55156,95.48697,264.09042,55.539818,264.08783,55.539787,264.11548,55.622746,0.9261306,0.027650075,0.08295955,0.039303202,0.03764011,0.074326746
197.91153,196.01286,220.80147,152.66673,220.81758,152.6644,220.85095,152.76364,0.9357932,0.033376765,0.09923814,0.027488042,0.037020255,0.09020472
255.09744,135.08258,283.08463,96.96533,283.09674,96.94984,283.08118,96.980835,0.9339578,-0.015566119,0.03100007,0.017774709,0.03743891,0.008183222
255.09744,135.08258,283.08463,96.96533,283.09674,96.94984,283.08118,96.980835,0.9339578,-0.015566119,0.03100007,0.017774709,0.03743891,0.008183222
432.43942,130.911,460.12662,108.24484,460.12762,108.250435,460.11307,108.192795,0.94969577,-0.014547669,-0.057636324,0.041514106,0.03758237,0.08730068
419.04962,110.27773,448.5814,86.531334,448.58722,86.52863,448.63434,86.532776,0.9604765,0.047123484,0.004142556,0.032073453,0.037725996,0.07526238
256.9551,150.8424,283.56583,112.81465,283.57367,112.81165,283.559,112.79257,0.95411825,-0.014676928,-0.019082036,0.030371308,0.037333913,0.04893173
446.44565,84.867676,478.10052,63.61221,478.0938,63.602898,477.904,63.726776,0.9355153,-0.18981479,0.12387692,0.036680974,0.03791569,0.19086133
364.8809,230.99762,384.11078,202.07845,384.10242,202.06842,384.01917,202.11655,0.9578055,-0.08324922,0.048130043,0.036667477,0.036963064,0.06316204
623.409,141.74759,649.42175,135.69559,649.42615,135.68985,649.4244,135.67722,0.96981895,-0.0017953072,-0.012633688,0.030477818,0.03770081,0.047313742
623.409,141.74759,649.42175,135.69559,649.42615,135.68985,649.4244,135.67722,0.96981895,-0.0017953072,-0.012633688,0.030477818,0.03770081,0.047313742
602.6017,115.232086,631.00024,107.4588,631.00916,107.46171,631.05554,107.451324,0.94409055,0.046387184,-0.0103849545,0.03555083,0.037857987,0.08078595
751.15656,146.8267,776.25415,151.88109,776.245,151.88358,776.07666,151.80098,0.9574192,-0.16831167,-0.0826031,0.04577886,0.037727557,0.18268703
531.1302,100.024155,561.1454,86.08501,561.13513,86.082466,561.1181,86.01432,0.9677953,-0.017011097,-0.06814331,0.043459572,0.037869792,0.097698346
960.75775,213.5654,979.2303,236.64355,979.23175,236.63638,979.2365,236.63815,0.9628458,0.004787339,0.0017707164,0.031214966,0.037517242,0.03944383
960.75775,213.5654,979.2303,236.64355,979.23175,236.63638,979.2365,236.63815,0.9628458,0.004787339,0.0017707164,0.031214966,0.037517242,0.03944383
782.8474,54.550343,815.865,62.711353,815.8583,62.720078,815.8208,62.709885,0.95911795,-0.03747428,-0.010194001,0.049368728,0.038365707,0.041810255
789.1956,78.20143,820.1147,86.845604,820.12085,86.834526,820.1906,86.8979,0.93277574,0.069776975,0.06337647,0.025814716,0.038181424,0.09998481
938.5215,250.41026,953.8572,271.39758,953.86865,271.40314,953.926,271.418,0.9650174,0.057399116,0.014851967,0.0365786,0.037318893,0.082096644
1147.9474,71.37298,1178.1046,111.30003,1178.103,111.2992,1178.0303,111.35304,0.89396787,-0.07277782,0.053842667,0.03901959,0.038599115,0.05375266
1147.9474,71.37298,1178.1046,111.30003,1178.103,111.2992,1178.0303,111.35304,0.89396787,-0.07277782,0.053842667,0.03901959,0.038599115,0.05375266
1080.8562,177.14006,1102.0464,210.8147,1102.0482,210.81677,1102.1407,210.93173,0.94912755,0.09247834,0.11495496,0.038334236,0.03778981,0.14459513
1094.1056,201.90756,1113.0818,236.64502,1113.0884,236.64487,1112.9888,236.7422,0.940448,-0.09955876,0.097333126,0.03372912,0.037641674,0.10195343
1272.1046,199.81107,1290.5922,250.05986,1290.593,250.06992,1290.5741,250.0171,0.9682689,-0.018930458,-0.052815534,0.04563928,0.037867215,0.08222177
1364.6398,98.28443,1391.6246,156.99117,1391.6254,156.99423,1391.5082,157.03368,0.94747585,-0.117127545,0.039447654,0.0405533,0.038593266,0.09293148
1481.6885,211.18819,1498.389,279.67383,1498.388,279.67014,1498.5842,279.72852,0.90641135,0.19633916,0.05837547,0.035973288,0.037980154,0.22236906
1337.4099,148.10553,1360.151,204.25641,1360.1566,204.25269,1360.0507,204.35953,0.9708066,-0.10592472,0.106841415,0.031850502,0.038241584,0.11243322
1352.2867,184.07832,1371.8462,241.3801,1371.8414,241.38528,1371.8469,241.48662,0.934339,0.0055301785,0.10132748,0.04512678,0.0380932,0.077909276
1352.5337,221.51212,1368.8304,278.69293,1368.8246,278.69827,1368.7081,278.86157,0.9297963,-0.11644867,0.16329186,0.045636434,0.037778,0.1628949
1639.1923,211.17757,1655.2909,293.3867,1655.2935,293.38687,1655.3108,293.4715,0.90959996,0.017388983,0.084638596,0.036743976,0.038182892,0.0692631
1770.3423,88.27767,1796.66,182.38899,1796.6566,182.3847,1796.8208,182.32689,0.92789894,0.16420405,-0.057817057,0.038258526,0.038945813,0.20859557
1707.9811,218.71779,1723.168,306.89777,1723.1633,306.89377,1723.0865,306.75372,0.91227305,-0.07678607,-0.14004166,0.038544126,0.038159434,0.17728364
1693.616,197.32104,1710.7266,284.32965,1710.7178,284.3264,1710.7732,284.38818,0.9425912,0.055470377,0.061802078,0.042247616,0.03820636,0.08616178
1635.7384,176.9495,1654.8444,258.98233,1654.836,258.98795,1654.7793,259.04306,0.96708775,-0.056708507,0.055116504,0.048017252,0.038307913,0.04121681
1920.5364,143.70726,1941.4557,250.69685,1941.448,250.69376,1941.4651,250.6404,0.96489257,0.017117605,-0.053358424,0.042132873,0.0387971,0.09308011
1920.5364,143.70726,1941.4557,250.69685,1941.448,250.69376,1941.4651,250.6404,0.96489257,0.017117605,-0.053358424,0.042132873,0.0387971,0.09308011
1830.8856,192.3427,1847.8875,291.34216,1847.8992,291.33072,1848.0006,291.3179,0.96708184,0.10142953,-0.012815813,0.022197358,0.038433008,0.1330035
129.92969,454.35098,130.57016,404.08777,130.57718,404.09525,130.62114,404.11398,0.9202918,0.043966755,0.01875014,0.038445357,0.035410967,0.06613159
