source_x,source_y,reference_x,reference_y,sub_pixel_residual,method
865.2665405273438,42.55116271972656,866.2333374023438,44.486045837402344,1.7344880104064941,keypoint_fallback_lightglue_gradient
884.6024780273438,46.420928955078125,887.5028686523438,48.355812072753906,2.898338556289673,keypoint_fallback_lightglue_gradient
857.5321655273438,66.7372055053711,857.5321655273438,66.7372055053711,0.5719059705734253,keypoint_fallback_lightglue_gradient
904.9052124023438,67.70465087890625,904.9052124023438,67.70465087890625,0.5540419816970825,keypoint_fallback_lightglue_gradient
893.3036499023438,74.47674560546875,894.2704467773438,74.47674560546875,0.5099748969078064,keypoint_fallback_lightglue_gradient
888.4696655273438,79.31394958496094,890.4032592773438,79.31394958496094,1.4536948204040527,keypoint_fallback_lightglue_gradient
927.1415405273438,93.82557678222656,927.1415405273438,93.82557678222656,0.498159795999527,keypoint_fallback_lightglue_gradient
933.9091186523438,103.5,933.9091186523438,104.46743774414062,0.9136555790901184,keypoint_fallback_lightglue_gradient
841.0966186523438,107.36976623535156,841.0966186523438,109.30464935302734,1.7808897495269775,keypoint_fallback_lightglue_gradient
815.9598999023438,113.1744155883789,815.9598999023438,113.1744155883789,0.5001245141029358,keypoint_fallback_lightglue_gradient
840.1298217773438,117.04418182373047,840.1298217773438,118.97906494140625,1.7831364870071411,keypoint_fallback_lightglue_gradient
757.9520874023438,123.81627655029297,759.8856811523438,124.78372192382812,1.6609947681427002,keypoint_fallback_lightglue_gradient
772.4540405273438,123.81627655029297,772.4540405273438,122.84883880615234,1.27914297580719,keypoint_fallback_lightglue_gradient
816.9266967773438,124.78372192382812,819.8270874023438,125.75115966796875,2.584620475769043,keypoint_fallback_lightglue_gradient
784.0556030273438,128.6534881591797,784.0556030273438,127.68605041503906,1.2670694589614868,keypoint_fallback_lightglue_gradient
784.0556030273438,133.49069213867188,785.9891967773438,133.49069213867188,1.5308804512023926,keypoint_fallback_lightglue_gradient
794.6903686523438,137.36045837402344,797.5907592773438,137.36045837402344,2.499037742614746,keypoint_fallback_lightglue_gradient
883.6356811523438,140.26278686523438,884.6024780273438,140.26278686523438,0.5993415713310242,keypoint_fallback_lightglue_gradient
801.4579467773438,151.87208557128906,803.3915405273438,153.80697631835938,2.3257365226745605,keypoint_fallback_lightglue_gradient
884.6024780273438,151.87208557128906,884.6024780273438,151.87208557128906,0.40422168374061584,keypoint_fallback_lightglue_gradient
898.1376342773438,151.87208557128906,898.1376342773438,151.87208557128906,0.3996775448322296,keypoint_fallback_lightglue_gradient
717.3466186523438,160.57907104492188,717.3466186523438,160.57907104492188,0.44928115606307983,keypoint_fallback_lightglue_gradient
729.9149780273438,160.57907104492188,729.9149780273438,161.5465087890625,0.8312076330184937,keypoint_fallback_lightglue_gradient
848.8309936523438,160.57907104492188,848.8309936523438,160.57907104492188,0.40034446120262146,keypoint_fallback_lightglue_gradient
837.2294311523438,161.5465087890625,836.2626342773438,161.5465087890625,1.3407502174377441,keypoint_fallback_lightglue_gradient
715.4130249023438,172.18836975097656,717.3466186523438,173.1558074951172,1.7358561754226685,keypoint_fallback_lightglue_gradient
