source_x,source_y,raw_reference_x,raw_reference_y,geometric_reference_x,geometric_reference_y,refined_reference_x,refined_reference_y,phase_response,shift_x,shift_y,raw_gt_error_px,geometric_gt_error_px,refined_gt_error_px
174.5,36.5,480.5,118.5,480.40747,118.45625,480.24594,118.55645,0.9468373,-0.16152439,0.100194186,0.2596291,0.1580203,0.14529398
136.5,194.5,418.5,232.5,418.3112,232.69385,418.24387,232.64572,0.9860934,-0.06730751,-0.04812809,0.35057852,0.14589249,0.0674441
196.5,206.5,462.5,254.5,462.19012,254.3868,462.14264,254.317,0.9729213,-0.04747528,-0.06979387,0.4737236,0.14388083,0.08722904
26.5,138.5,344.5,166.5,344.91003,166.64807,345.00623,166.55017,0.8782507,0.09617744,-0.09789568,0.28425893,0.15221976,0.2384065
176.5,110.5,466.5,176.5,466.62286,176.05779,466.67722,175.94617,0.9554605,0.054340165,-0.111610614,0.4920124,0.15180439,0.20746753
270.5,124.5,536.5,206.5,536.3609,206.33395,536.2324,206.34119,0.9835622,-0.12845448,0.0072294553,0.35150316,0.14938086,0.053162884
300.5,54.5,574.5,158.5,574.0448,158.44727,573.9553,158.47063,0.9458329,-0.08949213,0.02336738,0.612454,0.15516722,0.08621983
340.5,136.5,588.5,230.5,587.9673,230.09679,587.88416,230.19377,0.98057485,-0.08312719,0.09697872,0.80726886,0.14750999,0.1491363
326.5,88.5,586.5,190.5,587.0927,190.10432,587.19196,190.19417,0.9485176,0.09923477,0.08985089,0.62175447,0.15190339,0.27749854
362.5,186.5,594.5,272.5,594.6096,273.29077,594.38306,273.25635,0.9733295,-0.22657348,-0.034432925,0.749483,0.14295965,0.090144284
524.5,56.5,746.5,206.5,746.7261,206.35826,746.6743,206.49628,0.9681774,-0.051776122,0.13800913,0.18029712,0.15365297,0.1893427
724.5,78.5,896.5,264.5,896.71814,264.75763,896.55084,264.7917,0.948703,-0.16728999,0.034067947,0.25587767,0.15161966,0.047502656
558.5,164.5,750.5,296.5,750.62585,296.85876,750.5487,296.79343,0.9939809,-0.077155314,-0.0653532,0.33184135,0.1432413,0.07402576
688.5,20.5,880.5,212.5,880.9147,212.48338,880.6736,212.63356,0.7641903,-0.2410901,0.15017532,0.2587498,0.15750274,0.18020315
512.5,246.5,698.5,350.5,698.09204,350.7073,698.14044,350.66364,0.9898831,0.048408505,-0.043661397,0.5659768,0.13609028,0.179929
786.5,128.5,934.5,316.5,934.2704,316.23114,934.2901,316.24698,0.9353573,0.019702036,0.015833512,0.46782982,0.14656188,0.16790885
976.5,178.5,1070.5,394.5,1070.7344,394.19916,1070.7018,394.18735,0.943868,-0.03255839,-0.011805793,0.3147822,0.1423341,0.11035545
944.5,22.5,1078.5,266.5,1078.324,267.018,1078.366,267.06433,0.781008,0.041996047,0.046322614,0.623316,0.15912002,0.20461427
1020.5,172.5,1106.5,398.5,1105.9783,398.66983,1105.9031,398.71738,0.9427975,-0.075186625,0.047547787,0.6871581,0.14334434,0.081326686
962.5,100.5,1076.5,330.5,1076.0746,331.02255,1075.9514,331.1606,1.0039762,-0.12314284,0.1380746,0.7802688,0.15056258,0.13694344
1074.5,62.5,1170.5,324.5,1170.4948,324.83865,1170.3801,324.95425,0.94726455,-0.114683226,0.115615666,0.38748384,0.15637131,0.10980392
1086.5,234.5,1144.5,460.5,1144.1355,460.24493,1144.2227,460.3271,0.9665652,0.08713098,0.08215101,0.5610918,0.13713226,0.23760356
1092.5,194.5,1156.5,430.5,1157.0585,430.57468,1157.0123,430.4797,0.958042,-0.046144813,-0.09495783,0.4249516,0.1415096,0.1391927
1256.5,222.5,1278.5,486.5,1277.9888,486.15927,1277.8596,486.13733,0.976108,-0.12911114,-0.021940714,0.7274865,0.14053689,0.039153375
1182.5,76.5,1250.5,358.5,1251.0511,358.01266,1250.8649,358.05765,0.9863748,-0.18628287,0.04497123,0.61259794,0.15621118,0.040016215
1432.5,74.5,1444.5,408.5,1444.6526,408.21414,1444.6519,408.23352,1.0022036,-0.00077586225,0.019376159,0.24890964,0.16128094,0.15723908
1334.5,144.5,1354.5,442.5,1354.4218,442.0256,1354.5785,441.9842,0.918444,0.15672864,-0.04139832,0.5025753,0.15093274,0.31276473
1528.5,132.5,1506.5,472.5,1506.8209,472.90768,1506.7616,472.96817,0.93382984,-0.059358146,0.06049784,0.47844005,0.15648764,0.094358146
1504.5,138.5,1486.5,472.5,1487.0321,472.5768,1486.9293,472.67642,0.94290286,-0.102800444,0.09960924,0.39828363,0.15527816,0.078255214
1416.5,128.5,1420.5,446.5,1421.1018,446.63376,1420.9952,446.59528,0.9572643,-0.10654863,-0.038477108,0.48048732,0.15445913,0.083744
