source_x,source_y,reference_x,reference_y,sub_pixel_residual,method
157.46585276722908,418.4104890823364,1063,416,0.13546429574489594,dense_structural
157.44447830319405,518.4048523008823,1063,516,0.17784768342971802,dense_structural
257.35003438591957,518.3257538378239,1163,516,0.1453576683998108,dense_structural
357.115998364985,518.2121214717627,1263,516,0.2154986411333084,dense_structural
457.00665868399665,518.4073420763016,1363,516,0.09653541445732117,dense_structural
556.9023155122995,518.3441559970379,1463,516,0.20601268112659454,dense_structural
656.7996453940868,518.446993291378,1563,516,0.18567003309726715,dense_structural
157.27739337086678,618.3986086547375,1063,616,0.12630438804626465,dense_structural
257.1467562764883,618.2291444391012,1163,616,0.10048220306634903,dense_structural
357.00765226362273,618.2337992936373,1263,616,0.1666877269744873,dense_structural
456.98468069173396,618.3622751832008,1363,616,0.07383409887552261,dense_structural
556.8937388658524,618.3322466611862,1463,616,0.15258286893367767,dense_structural
656.7658421844244,618.4507302343845,1563,616,0.14102983474731445,dense_structural
756.679454177618,618.5409418940544,1663,616,0.14392106235027313,dense_structural
856.7326203882694,618.7904210686684,1763,616,0.17885829508304596,dense_structural
956.7947675138712,618.8660276532173,1863,616,0.23375126719474792,dense_structural
1056.7829582691193,618.9032776355743,1963,616,0.25748589634895325,dense_structural
1156.5937123298645,618.9514018855989,2063,616,0.20187382400035858,dense_structural
1256.4381650984287,618.7781403511763,2163,616,0.04745961353182793,dense_structural
1356.3921871185303,618.857652053237,2263,616,0.019683245569467545,dense_structural
557.0041488166898,718.5584270954132,1463,716,0.16843704879283905,dense_structural
656.676760673523,718.4147154092789,1563,716,0.17077675461769104,dense_structural
756.4852368235588,718.4029830694199,1663,716,0.3067684471607208,dense_structural
856.7135818600655,718.7357170283794,1763,716,0.17324835062026978,dense_structural
956.808350905776,718.8141030222178,1863,716,0.2686874270439148,dense_structural
1056.775337934494,718.8567657768726,1963,716,0.28979748487472534,dense_structural
1156.5564365684986,718.9670516289771,2063,716,0.26869985461235046,dense_structural
1256.3866662681103,718.7816898673773,2163,716,0.050462160259485245,dense_structural
1356.335885077715,718.7892204225063,2263,716,0.025833088904619217,dense_structural
1456.304338902235,718.638186186552,2363,716,0.20982620120048523,dense_structural
1056.6628255844116,818.8356643021107,1963,816,0.27209606766700745,dense_structural
1156.473720639944,818.7211823761463,2063,816,0.07157591730356216,dense_structural
1256.302207827568,818.7706519812346,2163,816,0.10093376785516739,dense_structural
1356.276615023613,818.6847302913666,2263,816,0.07293770462274551,dense_structural
1456.236759379506,818.5733387470245,2363,816,0.22451332211494446,dense_structural
1556.0975261032581,818.5751732289791,2463,816,0.280092716217041,dense_structural
1356.3366397619247,918.6245917677879,2263,916,0.10955394059419632,dense_structural
1456.1733281165361,918.6826534569263,2363,916,0.06720679998397827,dense_structural
1556.1134828329086,918.6963036060333,2463,916,0.09939132630825043,dense_structural
