reference_x,reference_y,source_x,source_y,residual_dy,residual_dx,residual_magnitude_px,peak_score,ambiguity_ratio,valid_fraction,stage1_accepted,fit_residual_px,fit_outlier,final_accepted
288.0,262.0,,,,,,,,0.10175619834710743,False,,,False
388.0,262.0,,,,,,,,0.15382231404958677,False,,,False
488.0,262.0,,,,,,,,0.1549380165289256,False,,,False
588.0,262.0,,,,,,,,0.2692148760330578,False,,,False
688.0,262.0,,,,,,,,0.398801652892562,False,,,False
788.0,262.0,,,,,,,,0.44452479338842976,False,,,False
888.0,262.0,327.4377085864544,364.5876799225807,-91.58767992258072,-134.4377085864544,162.67083513518187,4.2444682121276855,1.2949546668140857,0.4881198347107438,False,,,False
988.0,262.0,295.32137858867645,273.4257413446903,-0.4257413446903229,-2.3213785886764526,2.3600962362887246,3.1905853748321533,1.0194192100438764,0.5291528925619835,False,,,False
1088.0,262.0,395.1975006312132,273.834530249238,-0.8345302492380142,-2.197500631213188,2.350627524954905,5.069329261779785,1.176610677661931,0.5682851239669422,True,0.4604540169239044,False,True
1188.0,262.0,495.09409039467573,273.8030700683594,-0.803070068359375,-2.0940903946757317,2.2427964945058863,5.1365790367126465,1.5038558322612798,0.606797520661157,True,0.4811992943286896,False,True
1288.0,262.0,594.8162897378206,273.5442151129246,-0.5442151129245758,-1.8162897378206253,1.8960692236434893,5.208373069763184,1.581174115603222,0.6445867768595042,True,0.22366000711917877,False,True
1388.0,262.0,694.5397786200047,273.42184695601463,-0.4218469560146332,-1.539778620004654,1.5965190424552562,4.964120864868164,2.1209384310478585,0.6807438016528926,True,0.09647465497255325,False,True
1488.0,262.0,794.3758682310581,273.3818588256836,-0.38185882568359375,-1.3758682310581207,1.4278758881595612,5.108445644378662,2.3319880683876812,0.7027892561983471,True,0.08231478184461594,False,True
1588.0,262.0,894.1910898983479,273.26254135370255,-0.26254135370254517,-1.1910898983478546,1.2196815602239248,4.755252361297607,2.72278417023505,0.6809917355371901,True,0.014085276052355766,False,True
1688.0,262.0,993.8408527970314,273.1101311966777,-0.11013119667768478,-0.8408527970314026,0.8480343782873381,4.223882675170898,1.6613866457555195,0.6208057851239669,True,0.23474933207035065,False,True
1788.0,262.0,1093.6094067692757,272.8337143957615,0.16628560423851013,-0.6094067692756653,0.6316862453908351,4.126351833343506,2.0115257979338224,0.5561776859504132,True,0.464703232049942,False,True
1888.0,262.0,1193.5031887888908,272.8745218962431,0.1254781037569046,-0.5031887888908386,0.5185978324172378,3.9380664825439453,1.993519457287889,0.4914256198347107,True,0.37542542815208435,False,True
1988.0,262.0,1293.1353511959314,272.7770358324051,0.22296416759490967,-0.13535119593143463,0.2608312984888136,3.5892879962921143,1.1769771304898422,0.421900826446281,True,0.5552788376808167,False,True
2088.0,262.0,,,,,,,,0.31950413223140495,False,,,False
2188.0,262.0,,,,,,,,0.21086776859504133,False,,,False
2288.0,262.0,,,,,,,,0.17667355371900825,False,,,False
2388.0,262.0,,,,,,,,0.16791322314049587,False,,,False
2488.0,262.0,,,,,,,,0.10326446280991736,False,,,False
2588.0,262.0,,,,,,,,0.04239669421487603,False,,,False
2688.0,262.0,,,,,,,,0.007128099173553719,False,,,False
2788.0,262.0,,,,,,,,0.0,False,,,False
2888.0,262.0,,,,,,,,0.0,False,,,False
2988.0,262.0,,,,,,,,0.0,False,,,False
3088.0,262.0,,,,,,,,0.0,False,,,False
3188.0,262.0,,,,,,,,0.0,False,,,False
3288.0,262.0,,,,,,,,0.0,False,,,False
3388.0,262.0,,,,,,,,0.0,False,,,False
3488.0,262.0,,,,,,,,0.0,False,,,False
3588.0,262.0,,,,,,,,0.0,False,,,False
3688.0,262.0,,,,,,,,0.0,False,,,False
3788.0,262.0,,,,,,,,0.0,False,,,False
3888.0,262.0,,,,,,,,0.0,False,,,False
3988.0,262.0,,,,,,,,0.0,False,,,False
4088.0,262.0,,,,,,,,0.0,False,,,False
288.0,362.0,,,,,,,,0.2765289256198347,False,,,False
388.0,362.0,,,,,,,,0.340599173553719,False,,,False
488.0,362.0,,,,,,,,0.20859504132231405,False,,,False
588.0,362.0,,,,,,,,0.47524793388429754,False,,,False
688.0,362.0,,,,,,,,0.7944421487603306,False,,,False
788.0,362.0,,,,,,,,0.8990702479338843,False,,,False
888.0,362.0,195.20728440582752,373.2824150323868,-0.2824150323867798,-2.2072844058275223,2.2252781171636467,3.0052297115325928,1.1521012369723234,0.9426652892561983,True,0.1498757153749466,False,True
988.0,362.0,295.2636494040489,373.4530581831932,-0.4530581831932068,-2.2636494040489197,2.308542904476622,3.530778169631958,1.9321104374215647,0.9796280991735538,True,0.14915454387664795,False,True
1088.0,362.0,395.2414713650942,373.67044746875763,-0.6704474687576294,-2.241471365094185,2.3395926331095978,4.551109790802002,1.9611737943968366,0.9978305785123966,True,0.4283088445663452,False,True
1188.0,362.0,495.12346632778645,373.7728735804558,-0.77287358045578,-2.1234663277864456,2.259743971473182,4.923152446746826,1.542193014931174,1.0,True,0.5621591210365295,False,True
1288.0,362.0,594.8421090394258,373.49691554903984,-0.4969155490398407,-1.84210903942585,1.9079546053331546,5.175958633422852,2.4048280124149777,1.0,True,0.2940441370010376,False,True
1388.0,362.0,694.6426963210106,373.500053614378,-0.5000536143779755,-1.6426963210105896,1.7171210849308802,4.989596366882324,2.5307143454860213,1.0,True,0.2975691854953766,False,True
1488.0,362.0,794.4438923001289,373.42163521051407,-0.4216352105140686,-1.4438923001289368,1.5041945436401751,5.034304618835449,3.2444496618246443,1.0,True,0.23676635324954987,False,True
1588.0,362.0,894.213710039854,373.2800349891186,-0.28003498911857605,-1.2137100398540497,1.2455969074998379,4.832513332366943,2.755947785139183,1.0,True,0.10754000395536423,False,True
1688.0,362.0,993.8187669664621,373.0529463775456,-0.05294637754559517,-0.8187669664621353,0.8204770955150473,4.696671962738037,2.770366109713376,1.0,True,0.19653016328811646,False,True
1788.0,362.0,1093.5905137956142,372.8443233668804,0.15567663311958313,-0.5905137956142426,0.6106895749152663,4.399721145629883,2.377310786342723,0.9871074380165289,True,0.37385293841362,False,True
1888.0,362.0,1193.3570855259895,372.8171747177839,0.18282528221607208,-0.35708552598953247,0.40116724279109267,3.934940814971924,2.2412751758055878,0.9449380165289256,True,0.41527125239372253,False,True
1988.0,362.0,1292.9957240466028,372.76972860097885,0.23027139902114868,0.004275953397154808,0.23031109609528524,3.4839749336242676,1.6877264083443584,0.8673347107438016,True,0.5749762654304504,False,True
2088.0,362.0,1392.8420369029045,373.0182606652379,-0.018260665237903595,0.1579630970954895,0.15901506827634238,3.11980938911438,1.0653097743546782,0.7478305785123966,False,,,False
2188.0,362.0,1681.5476244688034,318.61682972311974,54.383170276880264,-188.5476244688034,196.23388061747409,3.828397035598755,1.018512391724718,0.5710537190082645,False,,,False
2288.0,362.0,1615.7553459256887,179.93707583099604,193.06292416900396,-22.755345925688744,194.3993273056374,4.059944152832031,1.0588307349077366,0.4956404958677686,False,,,False
2388.0,362.0,1692.802198678255,372.4705136716366,0.5294863283634186,0.19780132174491882,0.5652266225221622,3.661895275115967,1.7554005724586235,0.5695247933884298,True,0.5296016335487366,False,True
2488.0,362.0,1792.6481556296349,372.77577444911003,0.22422555088996887,0.3518443703651428,0.4172188378172225,4.401960849761963,2.72412202684822,0.543202479338843,True,0.20036093890666962,False,True
2588.0,362.0,1892.5492911338806,373.0122177451849,-0.012217745184898376,0.45070886611938477,0.4508744340678728,4.498748302459717,2.3730053310226786,0.49318181818181817,True,0.11631863564252853,False,True
2688.0,362.0,1992.381754487753,372.98747655935585,0.012523440644145012,0.6182455122470856,0.618372339274024,3.992393970489502,1.965132433007785,0.4284090909090909,True,0.11770787835121155,False,True
2788.0,362.0,,,,,,,,0.36376033057851237,False,,,False
2888.0,362.0,,,,,,,,0.2990082644628099,False,,,False
2988.0,362.0,,,,,,,,0.2343801652892562,False,,,False
3088.0,362.0,,,,,,,,0.16975206611570248,False,,,False
3188.0,362.0,,,,,,,,0.10493801652892562,False,,,False
3288.0,362.0,,,,,,,,0.04359504132231405,False,,,False
3388.0,362.0,,,,,,,,0.007747933884297521,False,,,False
3488.0,362.0,,,,,,,,0.0,False,,,False
3588.0,362.0,,,,,,,,0.0,False,,,False
3688.0,362.0,,,,,,,,0.0,False,,,False
3788.0,362.0,,,,,,,,0.0,False,,,False
3888.0,362.0,,,,,,,,0.0,False,,,False
3988.0,362.0,,,,,,,,0.0,False,,,False
4088.0,362.0,,,,,,,,0.0,False,,,False
288.0,462.0,,,,,,,,0.29210743801652894,False,,,False
388.0,462.0,,,,,,,,0.33130165289256197,False,,,False
488.0,462.0,,,,,,,,0.13661157024793388,False,,,False
588.0,462.0,,,,,,,,0.3716115702479339,False,,,False
688.0,462.0,,,,,,,,0.7816528925619834,False,,,False
788.0,462.0,,,,,,,,0.9946694214876033,False,,,False
888.0,462.0,334.22292809188366,264.9236835613847,208.07631643861532,-141.22292809188366,251.47498659212235,3.696568489074707,1.2269177984576534,1.0,False,,,False
988.0,462.0,295.20447055995464,473.4202380180359,-0.42023801803588867,-2.2044705599546432,2.24416809564468,3.4226269721984863,1.5264077247478038,1.0,True,0.17709951102733612,False,True
1088.0,462.0,395.24174596369267,473.51922127604485,-0.5192212760448456,-2.241745963692665,2.3010901110625794,3.9512319564819336,2.3369393068219675,1.0,True,0.4123822748661041,False,True
1188.0,462.0,495.2225873619318,473.7592174857855,-0.7592174857854843,-2.222587361931801,2.348681709415176,4.6596574783325195,1.0046169978719248,1.0,False,,,False
1288.0,462.0,594.8164877742529,473.3797680735588,-0.3797680735588074,-1.8164877742528915,1.8557617367821742,4.786616802215576,2.8511422092762513,1.0,True,0.288300484418869,False,True
1388.0,462.0,694.5960776209831,473.51006323099136,-0.5100632309913635,-1.5960776209831238,1.6755978848794533,4.7049407958984375,2.8348646389783774,1.0,True,0.37406685948371887,False,True
1488.0,462.0,794.3628522455692,473.41768461465836,-0.4176846146583557,-1.3628522455692291,1.4254215799458732,4.7338337898254395,3.124198579006979,1.0,True,0.285320907831192,False,True
1588.0,462.0,894.1371500045061,473.35479936003685,-0.35479936003685,-1.1371500045061111,1.1912148079296223,4.718372344970703,2.593736420843927,1.0,True,0.23099496960639954,False,True
1688.0,462.0,993.9082615152001,473.135777965188,-0.13577796518802643,-0.9082615152001381,0.9183543084367011,4.777627468109131,4.03625389448886,1.0,True,0.030080750584602356,False,True
1788.0,462.0,1093.5782293975353,472.98326856456697,0.01673143543303013,-0.5782293975353241,0.5784714142511396,4.303524971008301,3.2797790718411717,1.0,True,0.1911448985338211,False,True
1888.0,462.0,1193.1575929671526,472.7274802029133,0.2725197970867157,-0.15759296715259552,0.3148056274912247,3.7663848400115967,2.3707700390897184,1.0,True,0.5304604768753052,False,True
1988.0,462.0,1292.7825422286987,472.703753054142,0.2962469458580017,0.21745777130126953,0.367491680490197,3.60614013671875,2.3763791316012473,0.9908884297520661,True,0.7038155198097229,False,True
2088.0,462.0,1392.8088493943214,472.7260037958622,0.2739962041378021,0.19115060567855835,0.334084531119302,3.736708641052246,1.8212850693918692,0.9682851239669421,True,0.5107883810997009,False,True
2188.0,462.0,1493.017689872533,472.68156039714813,0.3184396028518677,-0.017689872533082962,0.31893057591691004,3.4036881923675537,1.4365242200905055,0.8699380165289257,True,0.3016164004802704,False,True
2288.0,462.0,1592.997357608052,472.5323724448681,0.46762755513191223,0.002642391948029399,0.46763502066660556,3.2228400707244873,1.1654430764121424,0.8139669421487603,True,0.4324570894241333,False,True
2388.0,462.0,1692.7915292829275,472.54531079530716,0.4546892046928406,0.20847071707248688,0.5002022718270327,3.627927541732788,1.8699120633389241,0.927107438016529,True,0.3876476585865021,False,True
2488.0,462.0,1792.6426111757755,472.71814092993736,0.28185907006263733,0.35738882422447205,0.4551607485901275,4.527132511138916,2.5859552075929546,0.9733057851239669,True,0.20144417881965637,False,True
2588.0,462.0,1892.4757362008095,472.80693404376507,0.19306595623493195,0.5242637991905212,0.5586832685865828,4.672349452972412,3.583589941830734,0.9464462809917356,True,0.10864689946174622,False,True
2688.0,462.0,1992.3077069818974,472.88856092840433,0.11143907159566879,0.6922930181026459,0.7012048841756416,4.461335182189941,3.0465563707153978,0.8829545454545454,True,0.0915573388338089,False,True
2788.0,462.0,2092.177936628461,472.8901329487562,0.10986705124378204,0.8220633715391159,0.829372627818921,4.345319747924805,3.234309362067619,0.8183057851239669,True,0.13850535452365875,False,True
