source_x,source_y,raw_reference_x,raw_reference_y,geometric_reference_x,geometric_reference_y,refined_reference_x,refined_reference_y,phase_response,shift_x,shift_y,raw_gt_error_px,geometric_gt_error_px,refined_gt_error_px
122.57382,70.24751,433.25897,133.7329,433.25397,133.73296,433.12576,133.85472,0.96025157,-0.12821265,0.121763736,0.1162305,0.11122785,0.11798922
122.57382,70.24751,433.25897,133.7329,433.25397,133.73296,433.12576,133.85472,0.96025157,-0.12821265,0.121763736,0.1162305,0.11122785,0.11798922
165.5391,89.98653,462.36383,157.88641,462.3678,157.88232,462.40298,157.8564,0.97889733,0.03519665,-0.02592351,0.10705932,0.11113433,0.14943905
165.5391,89.98653,462.36383,157.88641,462.3678,157.88232,462.40298,157.8564,0.97889733,0.03519665,-0.02592351,0.10705932,0.11113433,0.14943905
85.68181,236.96808,370.21555,254.9189,370.2243,254.92671,370.10385,254.90576,0.9706822,-0.12044521,-0.020952828,0.10177291,0.10988833,0.027449572
264.6983,198.1856,516.5891,262.0239,516.58826,262.0239,516.55164,262.13406,0.98410827,-0.036642477,0.11017647,0.111243054,0.11038932,0.12867509
397.75238,91.84508,641.4225,207.39597,641.4238,207.39929,641.38007,207.41756,0.9296738,-0.043788895,0.01827045,0.11019037,0.111325584,0.0687057
397.75238,91.84508,641.4225,207.39597,641.4238,207.39929,641.38007,207.41756,0.9296738,-0.043788895,0.01827045,0.11019037,0.111325584,0.0687057
347.0396,83.14578,604.03217,190.17719,604.03723,190.17667,604.0478,190.25284,0.9762495,0.010563015,0.07617296,0.10624145,0.111325584,0.14096026
388.96802,144.81343,623.67505,246.5097,623.66797,246.51146,623.6636,246.57959,0.97086006,-0.0044125402,0.06813677,0.117989026,0.11082878,0.12367399
756.0051,216.00133,892.5483,377.5319,892.5524,377.5182,892.4635,377.518,0.95895857,-0.088913016,-0.00018850119,0.10674421,0.110645175,0.022206398
540.8414,130.18668,744.0682,266.6461,744.05554,266.65475,743.91895,266.71326,0.98758656,-0.13658181,0.058500983,0.12448825,0.11120365,0.059131697
531.5793,54.569595,752.5563,206.2847,752.5558,206.30432,752.49066,206.42535,0.9771663,-0.06511724,0.121032245,0.11482733,0.111704424,0.124582864
594.2447,50.055748,801.9102,215.81187,801.9147,215.79141,801.834,215.81169,0.94759554,-0.08066658,0.0202861,0.10839934,0.111951254,0.034461092
729.0422,143.0854,886.8156,315.6125,886.81525,315.59,886.7785,315.45706,0.94187486,-0.036773138,-0.13291982,0.11284108,0.11126746,0.1569137
788.26086,183.92018,924.1208,359.40927,924.1206,359.40634,924.1208,359.45166,0.9651213,0.00019223579,0.04531675,0.11104469,0.11095835,0.11807398
817.91925,218.47818,939.8839,392.25916,939.88324,392.25174,939.8182,392.22906,0.97461385,-0.06507576,-0.022662496,0.11135357,0.110771246,0.05335342
817.91925,218.47818,939.8839,392.25916,939.88324,392.25174,939.8182,392.22906,0.97461385,-0.06507576,-0.022662496,0.11135357,0.110771246,0.05335342
1018.2674,173.4525,1104.0157,398.94678,1104.0237,398.94135,1103.9502,398.9769,0.971985,-0.073531725,0.035553247,0.10314943,0.11121376,0.048213378
1018.2674,173.4525,1104.0157,398.94678,1104.0237,398.94135,1103.9502,398.9769,0.971985,-0.073531725,0.035553247,0.10314943,0.11121376,0.048213378
1039.567,155.97562,1124.1033,389.85345,1124.1017,389.84637,1124.0422,389.91843,0.9470847,-0.059419386,0.07204025,0.112927064,0.111460574,0.08443773
1074.7919,66.20748,1169.903,327.76608,1169.9089,327.77197,1169.8287,327.85886,0.98660225,-0.08019884,0.08689694,0.10660646,0.11209173,0.08701859
1278.3357,33.19343,1334.0247,344.41132,1334.0317,344.4052,1333.981,344.31296,0.83497727,-0.0507228,-0.092268944,0.10534668,0.11259231,0.116079696
1062.0892,108.14467,1151.4033,357.56113,1151.4094,357.54858,1151.3055,357.4674,0.98249996,-0.103842944,-0.08118223,0.10569203,0.11171656,0.08719284
1142.6218,144.12485,1206.1885,402.011,1206.1902,402.0267,1206.1444,402.0309,0.94780123,-0.045732457,0.0042076074,0.111789435,0.11159003,0.065688185
1421.6829,191.05074,1412.1079,496.06894,1412.1157,496.0692,1411.9773,496.16132,0.97976553,-0.13841304,0.09208902,0.10380841,0.11159465,0.090538405
1421.6829,191.05074,1412.1079,496.06894,1412.1157,496.0692,1411.9773,496.16132,0.97976553,-0.13841304,0.09208902,0.10380841,0.11159465,0.090538405
1425.4834,25.176353,1449.3988,368.66855,1449.3989,368.67764,1449.4076,368.71902,0.76827705,0.0086998725,0.041396543,0.113594934,0.11284615,0.12631135
1300.4418,99.93815,1337.2832,400.5604,1337.2937,400.559,1337.1,400.60883,0.96471405,-0.19369113,0.049846727,0.101539575,0.11209332,0.092845686
1420.2433,86.38353,1432.6644,414.89014,1432.676,414.89017,1432.7058,414.93332,0.9550559,0.02982613,0.043166995,0.1007691,0.11234523,0.14673771
1638.8425,167.10527,1584.8823,522.5252,1584.8823,522.52936,1584.9155,522.5041,0.97136205,0.033234734,-0.025287032,0.11226901,0.11197303,0.14833549
1553.359,49.091988,1543.2777,413.63104,1543.2617,413.63553,1543.304,413.6745,0.9633982,0.04219563,0.038971383,0.1291123,0.11284615,0.15831776
1553.359,49.091988,1543.2777,413.63104,1543.2617,413.63553,1543.304,413.6745,0.9633982,0.04219563,0.038971383,0.1291123,0.11284615,0.15831776
1538.322,10.54276,1539.6401,380.72742,1539.6243,380.73334,1539.6355,380.71875,0.7382568,0.011230803,-0.01457935,0.12949741,0.113220364,0.12603392
1762.1501,85.9994,1696.9744,485.3738,1696.9612,485.38666,1696.8864,485.41388,0.99186283,-0.07484847,0.027206978,0.12718467,0.11272597,0.043125138
1943.828,35.87626,1847.727,484.276,1847.73,484.27145,1847.5505,484.29987,0.97410506,-0.17938839,0.028413827,0.11025019,0.113356374,0.06975472
1943.828,35.87626,1847.727,484.276,1847.73,484.27145,1847.5505,484.29987,0.97410506,-0.17938839,0.028413827,0.11025019,0.113356374,0.06975472
1959.7239,153.38748,1835.6859,578.37463,1835.6812,578.36896,1835.6482,578.3531,0.9286185,-0.032948375,-0.015863769,0.11706645,0.11247375,0.08234819
1976.4337,244.70377,1829.6802,652.3989,1829.6853,652.39294,1829.7925,652.4016,0.92491627,0.10719845,0.008651013,0.10644538,0.111726016,0.21876802
1989.1395,27.26416,1884.522,487.0102,1884.5273,486.99847,1884.4332,486.99234,0.9032577,-0.094089806,-0.0061267056,0.108026154,0.11348003,0.023073085
42.37241,361.8985,310.89453,342.4993,310.8889,342.49863,310.80502,342.39627,0.9749334,-0.08385677,-0.102347896,0.11448408,0.10886202,0.109058954
13.396011,276.277,306.22226,270.32755,306.22665,270.33536,306.12497,270.31354,0.74130565,-0.101677194,-0.021825846,0.10572052,0.109514706,0.027102582
145.12589,475.63885,366.75076,451.66553,366.73935,451.6664,366.6776,451.70038,0.9900812,-0.06173049,0.033976886,0.11949389,0.10805675,0.055423282
61.059296,313.37164,335.38763,308.86337,335.37714,308.86893,335.30933,308.9818,0.9642979,-0.0678175,0.11289847,0.12007536,0.1092673,0.116428025
171.1299,454.88644,391.13144,441.02676,391.1308,441.01434,391.10892,441.04996,0.9767294,-0.021872541,0.035601772,0.10921537,0.10827422,0.09208899
494.39102,396.6666,652.9913,462.95212,652.9833,462.95792,652.8366,462.91693,0.9551788,-0.14664744,-0.040996533,0.11735806,0.10902333,0.058751468
494.39102,396.6666,652.9913,462.95212,652.9833,462.95792,652.8366,462.91693,0.9551788,-0.14664744,-0.040996533,0.11735806,0.10902333,0.058751468
406.72278,490.6285,565.7764,517.42755,565.78235,517.41437,565.8303,517.4334,0.94515413,0.047995724,0.019057063,0.10267632,0.10821628,0.15688372
469.0317,483.14767,615.4731,524.52155,615.48004,524.5349,615.4789,524.52264,0.99619526,-0.0011779773,-0.012255163,0.10268938,0.10827936,0.1082434
469.0317,483.14767,615.4731,524.52155,615.48004,524.5349,615.4789,524.52264,0.99619526,-0.0011779773,-0.012255163,0.10268938,0.10827936,0.1082434
635.8917,398.32898,761.98425,493.53705,761.98254,493.54086,761.95685,493.4571,0.9789163,-0.025682159,-0.08378593,0.11106698,0.109149925,0.12118879
635.8917,398.32898,761.98425,493.53705,761.98254,493.54086,761.95685,493.4571,0.9789163,-0.025682159,-0.08378593,0.11106698,0.109149925,0.12118879
722.65814,314.62372,846.35724,446.82504,846.36285,446.82343,846.23865,446.74805,0.9656645,-0.124205306,-0.075384185,0.10429007,0.109958604,0.081232384
722.65814,314.62372,846.35724,446.82504,846.36285,446.82343,846.23865,446.74805,0.9656645,-0.124205306,-0.075384185,0.10429007,0.109958604,0.081232384
599.3953,472.3127,718.45374,543.16064,718.46094,543.15466,718.2812,543.23016,0.99273574,-0.1797387,0.075494304,0.101218835,0.10846662,0.1011203
802.9661,388.63818,893.09607,520.646,893.09454,520.6458,893.05676,520.6146,0.97599643,-0.037765987,-0.0311639,0.110919826,0.10940226,0.07989483
802.9661,388.63818,893.09607,520.646,893.09454,520.6458,893.05676,520.6146,0.97599643,-0.037765987,-0.0311639,0.110919826,0.10940226,0.07989483
972.5955,452.38257,1010.978,605.02905,1010.9751,605.0265,1010.7608,605.0014,0.96750474,-0.21429896,-0.025074432,0.111950606,0.10909011,0.10928574
785.7297,364.17148,884.83984,498.1663,884.8413,498.17047,884.6778,498.15945,0.98001236,-0.16350272,-0.011029034,0.10837205,0.10958522,0.056171622
1001.0968,463.18048,1030.768,619.27094,1030.7634,619.27185,1030.7654,619.20123,0.983603,0.00194618,-0.07064746,0.1136411,0.10909011,0.1338355
1277.6196,320.4287,1273.9943,566.2269,1274.0027,566.21643,1273.9226,566.2609,0.97133374,-0.08009622,0.044507604,0.10207662,0.110465,0.049758628
1098.9323,426.4072,1113.9822,611.09955,1113.9792,611.11273,1114.0544,611.2362,0.97180325,0.07518835,0.123444915,0.11356091,0.109343745,0.2195144
1098.9323,426.4072,1113.9822,611.09955,1113.9792,611.11273,1114.0544,611.2362,0.97180325,0.07518835,0.123444915,0.11356091,0.109343745,0.2195144
1123.9291,357.6161,1147.5248,563.1257,1147.5396,563.1305,1147.4806,563.10895,0.9650731,-0.058989,-0.02153647,0.09568974,0.11008572,0.05737941
1095.6969,399.12146,1117.1108,589.36536,1117.1292,589.3579,1117.1848,589.4586,0.96619636,0.055702943,0.10070753,0.09135365,0.10971468,0.1912056
1510.1204,307.76144,1456.2883,604.5736,1456.2886,604.5682,1456.2279,604.53796,0.99681175,-0.06067355,-0.030209074,0.11035171,0.110720195,0.061238825
1510.1204,307.76144,1456.2883,604.5736,1456.2886,604.5682,1456.2279,604.53796,0.99681175,-0.06067355,-0.030209074,0.11035171,0.110720195,0.061238825
1435.7916,501.0654,1358.8234,738.54517,1358.8257,738.5527,1358.7899,738.68976,0.95444226,-0.035822816,0.13711134,0.107479356,0.10922178,0.15156804
