source_x,source_y,reference_x,reference_y,confidence,ground_truth_error_px
39.009525,39.009525,374.1203,93.14855,0.9151111,1.2516098
58.51429,39.009525,388.90604,96.60999,0.99689686,1.2343605
78.01905,39.009525,404.59744,100.07445,0.93160355,0.656359
136.53334,39.009525,450.5395,112.491745,0.892698,0.14158857
156.0381,39.009525,464.48242,116.79407,0.9624191,1.0228024
195.04762,39.009525,494.56287,124.79969,0.89774776,1.0692288
214.55238,39.009525,510.61197,126.292366,0.3498377,2.35258
234.05716,39.009525,525.705,132.35425,0.7632678,0.33243227
253.56192,39.009525,541.1071,136.80937,0.84554756,0.2902452
292.57144,39.009525,570.98804,144.87894,0.5141873,0.08197451
331.58096,39.009525,601.541,151.73938,0.92034465,1.2115933
351.08572,39.009525,616.3576,155.2038,0.3888073,1.7179849
390.09525,39.009525,646.70026,163.38734,0.82034445,1.6444614
409.6,39.009525,661.57117,170.07782,0.4567901,1.0610905
429.10477,39.009525,676.69635,174.35838,0.9409942,1.3084749
468.11432,39.009525,706.6585,181.03564,0.7235765,0.114755355
546.13336,39.009525,765.8877,197.55038,0.8570475,1.0551397
565.6381,39.009525,782.19147,200.70853,0.7455459,0.66251314
624.1524,39.009525,827.1014,214.0505,0.6187426,0.6051878
643.65717,39.009525,842.18896,217.87494,0.99136233,0.3919263
663.1619,39.009525,857.17114,221.88751,0.8715683,0.39700767
702.17145,39.009525,885.7158,229.11916,0.20736273,1.8397738
721.6762,39.009525,902.4051,233.46552,0.95046574,0.23922011
741.18097,39.009525,918.1116,237.943,0.9955553,0.5431123
760.6857,39.009525,932.79193,241.24379,0.48181885,0.48742008
819.2,39.009525,977.49036,254.0421,0.9909067,0.4771571
838.7048,39.009525,992.71765,257.5938,0.967862,0.39642218
897.21906,39.009525,1037.9219,269.31598,0.9941736,0.7364842
916.7238,39.009525,1053.4568,273.7837,0.9987529,0.3032118
936.22864,39.009525,1069.1251,277.8791,0.915481,0.79360014
994.7429,39.009525,1112.8102,290.0655,0.9430408,0.77063817
1014.2477,39.009525,1128.4198,294.21432,0.998362,0.22388051
1033.7524,39.009525,1144.7302,298.32465,0.82778126,1.0164936
1092.2667,39.009525,1189.3845,310.0305,0.9910784,0.5712393
1111.7715,39.009525,1203.7876,315.00854,0.9624185,0.62924314
1170.2858,39.009525,1248.5111,326.69223,0.9588845,0.7269246
1189.7905,39.009525,1264.4155,330.4448,0.99246407,0.17684492
1209.2953,39.009525,1280.3306,334.33313,0.6362175,1.0049782
1267.8096,39.009525,1324.7108,346.25574,0.9773387,0.48802614
1287.3143,39.009525,1340.0845,350.2661,0.83278924,0.6592619
1326.3239,39.009525,1368.8699,357.7077,0.809712,1.4652106
1365.3334,39.009525,1400.7294,366.85883,0.9872712,0.7900152
1404.3429,39.009525,1428.8387,373.9269,0.81366867,1.6427742
1443.3524,39.009525,1461.0785,383.21115,0.8013841,0.8594039
1462.8572,39.009525,1476.9098,386.04025,0.79701537,1.931954
1501.8667,39.009525,1505.6875,394.06873,0.7624888,1.1458328
1521.3715,39.009525,1520.3986,398.774,0.8449956,0.46915892
1560.381,39.009525,1549.8043,408.3182,0.43061382,1.3283081
1579.8857,39.009525,1566.2017,410.88327,0.96446764,0.6552262
1599.3905,39.009525,1580.8896,415.53983,0.96631604,0.17829594
1657.9048,39.009525,1625.8434,427.29724,0.8722798,0.26933524
1677.4095,39.009525,1642.1663,430.72134,0.99683416,1.3453753
1696.9143,39.009525,1656.3755,436.028,0.91236484,0.49876314
1735.9238,39.009525,1685.9829,443.6303,0.20002642,0.32979614
1755.4286,39.009525,1701.5677,448.11322,0.9849549,0.46107218
1774.9333,39.009525,1717.0919,452.189,0.9927174,0.78471243
1794.4381,39.009525,1732.0522,455.7379,0.6600658,0.5247545
1833.4476,39.009525,1761.9703,463.53015,0.6519427,0.4329735
1852.9524,39.009525,1778.1823,470.16086,0.9967182,2.6934452
1872.4573,39.009525,1790.4564,472.53003,0.9891654,1.490302
1891.962,39.009525,1807.7749,474.8061,0.4587404,1.4549242
1930.9716,39.009525,1836.4515,484.4843,0.8130105,0.73365515
1950.4763,39.009525,1852.5181,487.76785,0.99107206,0.5149243
1969.9811,39.009525,1867.2715,491.967,0.823038,0.17487031
39.009525,58.51429,369.67007,108.27002,0.87709194,1.6054705
58.51429,58.51429,385.25043,111.583885,0.95688355,0.8392047
97.52381,58.51429,416.2245,118.38619,0.7146069,1.0983602
117.02858,58.51429,431.99347,122.576675,0.78709304,1.1808689
136.53334,58.51429,446.4639,127.36002,0.7717671,0.22709768
175.54286,58.51429,476.43948,135.74506,0.8835876,0.12413375
195.04762,58.51429,490.86218,140.72646,0.998863,1.2687694
214.55238,58.51429,507.35626,142.55453,0.97509634,1.3603697
273.06668,58.51429,551.4996,156.03001,0.89888656,0.41517928
292.57144,58.51429,567.242,160.65105,0.9532011,0.8385904
312.0762,58.51429,582.6177,163.8629,0.5520985,0.6109116
331.58096,58.51429,597.36945,167.378,0.24469379,0.6383634
370.59048,58.51429,627.03735,175.19833,0.9692214,0.8470772
390.09525,58.51429,642.71674,179.60988,0.97848624,0.6176671
448.60953,58.51429,687.03,191.82198,0.6866464,0.60064346
468.11432,58.51429,703.15485,196.16963,0.998266,0.57138246
487.61908,58.51429,717.39923,200.21648,0.9197184,0.26133242
546.13336,58.51429,762.73114,212.06036,0.9811598,0.34231424
565.6381,58.51429,778.19714,216.88733,0.9965502,0.5393153
585.1429,58.51429,793.9965,219.40097,0.6200773,1.4333931
624.1524,58.51429,823.5927,229.44986,0.7921423,1.0193753
643.65717,58.51429,838.3094,232.61427,0.99759585,0.08999833
663.1619,58.51429,853.3838,235.28018,0.9670033,1.3249068
721.6762,58.51429,898.3892,249.20192,0.9171786,0.50157267
741.18097,58.51429,912.8758,253.422,0.9839928,0.97961277
760.6857,58.51429,929.0064,257.45596,0.5558223,0.74226874
819.2,58.51429,973.46234,268.97696,0.9635192,0.426404
858.20953,58.51429,1003.6337,277.36838,0.54764885,0.54749274
877.7143,58.51429,1019.1178,281.01865,0.6080799,0.01958898
897.21906,58.51429,1033.8632,285.23105,0.80044615,0.35046434
916.7238,58.51429,1048.8495,289.30804,0.97441614,0.44431734
955.7334,58.51429,1079.2115,296.67606,0.77065766,0.53535616
975.23816,58.51429,1093.649,300.804,0.5958424,0.91199553
994.7429,58.51429,1109.1465,306.86075,0.58317846,1.648246
1014.2477,58.51429,1125.1934,310.377,0.67899543,1.2298889
1033.7524,58.51429,1142.4335,313.5569,0.57181656,2.7652206
1072.762,58.51429,1170.7626,320.55936,0.8317258,1.2704881
1131.2762,58.51429,1214.6145,334.02258,0.75723004,0.6506524
1150.781,58.51429,1229.3389,336.9626,0.9283946,0.979527
1209.2953,58.51429,1275.3544,350.5715,0.6249417,0.88933265
1228.8,58.51429,1289.2386,354.32684,0.9275681,1.3082981
1248.3048,58.51429,1305.4197,356.68256,0.9462692,1.0783753
1306.8191,58.51429,1350.561,369.5531,0.88503516,0.3459814
1326.3239,58.51429,1365.4749,372.70267,0.99850357,1.2441943
1345.8286,58.51429,1380.1594,377.7334,0.6333663,0.70636344
1384.8381,58.51429,1410.4244,386.36523,0.45590067,0.64493996
1404.3429,58.51429,1425.6818,390.3693,0.9729352,0.47360158
1423.8477,58.51429,1441.406,394.79352,0.9974012,0.744075
1482.3619,58.51429,1486.6252,405.44913,0.5090141,0.8257603
1501.8667,58.51429,1501.654,410.4264,0.99937433,0.29648077
1521.3715,58.51429,1516.4974,413.3388,0.9913539,0.9609718
1579.8857,58.51429,1562.3009,426.55478,0.9958501,0.620372
1599.3905,58.51429,1576.5364,429.87006,0.99742746,0.6283041
1618.8953,58.51429,1591.3352,434.36572,0.7298542,0.52113193
1657.9048,58.51429,1623.1788,443.7879,0.42936137,1.7057717
1677.4095,58.51429,1637.728,446.56104,0.98207027,0.67267066
1696.9143,58.51429,1653.1259,450.04218,0.76696044,1.1657044
1755.4286,58.51429,1697.0996,462.90973,0.99542016,0.28672427
1774.9333,58.51429,1712.952,466.1294,0.98790616,0.8581628
1794.4381,58.51429,1726.9092,470.32648,0.8802362,0.7747633
1852.9524,58.51429,1772.675,482.9853,0.98590446,0.043294065
1872.4573,58.51429,1787.1647,486.2837,0.9479567,0.9384994
1911.4668,58.51429,1817.9331,494.01065,0.67551816,1.0602937
1950.4763,58.51429,1848.836,503.06647,0.92364484,0.77347857
1989.4858,58.51429,1878.3031,511.0678,0.61772263,0.18229136
97.52381,78.01905,412.59033,134.28748,0.95834464,0.4936296
117.02858,78.01905,426.9485,138.90132,0.99466974,0.42873433
175.54286,78.01905,472.66776,151.31882,0.9427797,0.6408515
195.04762,78.01905,487.4611,154.0324,0.9967545,0.7210811
214.55238,78.01905,502.93372,159.82018,0.9713148,1.0819383
234.05716,78.01905,518.1716,161.59325,0.4735833,1.3271599
