source_x,source_y,reference_x,reference_y,sub_pixel_residual,method
7926.365234375,1834.9561767578125,7926.365234375,1834.9561767578125,0.0,keypoint_fallback_lightglue_gradient
10703.0146484375,1899.5294189453125,10703.0146484375,1899.5294189453125,0.0,keypoint_fallback_lightglue_gradient
3513.8603515625,1942.5782470703125,3513.8603515625,1942.5782470703125,0.0,keypoint_fallback_lightglue_gradient
8270.755859375,2028.6759033203125,8270.755859375,2028.6759033203125,0.0,keypoint_fallback_lightglue_gradient
11865.3330078125,2093.249267578125,11865.3330078125,2093.249267578125,0.0,keypoint_fallback_lightglue_gradient
5343.435546875,2459.164306640625,5343.435546875,2459.164306640625,0.0,keypoint_fallback_lightglue_gradient
177.576416015625,2502.213134765625,177.576416015625,2502.213134765625,0.0,keypoint_fallback_lightglue_gradient
13694.908203125,2588.310791015625,13694.908203125,2588.310791015625,0.0,keypoint_fallback_lightglue_gradient
9260.87890625,3018.799072265625,9260.87890625,3018.799072265625,0.0,keypoint_fallback_lightglue_gradient
2911.177001953125,3621.482421875,2911.177001953125,3621.482421875,0.0,keypoint_fallback_lightglue_gradient
4826.849609375,3944.3486328125,4826.849609375,3944.3486328125,0.0,keypoint_fallback_lightglue_gradient
11391.7958984375,4374.8369140625,11391.7958984375,4374.8369140625,0.0,keypoint_fallback_lightglue_gradient
12059.052734375,5192.7646484375,12059.052734375,5192.7646484375,0.0,keypoint_fallback_lightglue_gradient
12209.7236328125,5214.2890625,12209.7236328125,5214.2890625,0.0,keypoint_fallback_lightglue_gradient
12317.345703125,5235.8134765625,12317.345703125,5235.8134765625,0.0,keypoint_fallback_lightglue_gradient
15137.0439453125,5730.875,15137.0439453125,5730.875,0.0,keypoint_fallback_lightglue_gradient
