source_x,source_y,reference_x,reference_y,ransac_residual_px
188.875,266.125,188.86328125,265.66796875,1.2948387701192292
202.375,269.875,199.45703125,270.08203125,2.580757429963082
212.125,269.875,212.69921875,270.08203125,1.1308325623669588
170.125,278.125,169.44140625,279.79296875,0.9663474199747477
193.375,278.125,190.62890625,281.55859375,3.568288301572164
242.125,278.125,242.71484375,278.02734375,1.3155376751379675
245.875,278.125,247.12890625,278.02734375,1.8689154775941137
256.375,278.125,256.83984375,278.02734375,1.2293395191972656
169.375,281.875,168.55859375,284.20703125,1.6491079341354367
614.875,352.375,613.49609375,353.94921875,1.2929311277656599
119.875,484.375,120.00390625,487.25390625,2.5529652147921467
143.125,489.625,142.95703125,489.90234375,0.07474111622140522
115.375,503.875,116.47265625,502.26171875,2.2530553120823282
1993.375,595.375,1992.55078125,595.2723388671875,0.751302602574352
2020.375,598.375,2020.76953125,598.2991333007812,1.1098271052624182
2341.125,646.375,2340.60546875,647.04296875,0.1087937223095333
2354.625,650.125,2351.19921875,650.57421875,2.89443729931147
2359.125,650.125,2355.61328125,650.57421875,2.9791193323147147
2365.125,650.125,2364.44140625,649.69140625,1.0031618352960419
2365.875,653.875,2366.20703125,654.10546875,0.9216689123354346
2380.875,653.875,2381.21484375,654.10546875,0.9341238717024279
2490.375,669.625,2490.68359375,669.99609375,0.8744527186946561
2506.875,670.375,2506.57421875,670.87890625,0.25488243105929675
2514.375,680.875,2512.75390625,684.12109375,2.9185622490767846
115.375,503.875,115.58984375,503.01171875,1.202576194752658
2365.125,650.125,2365.44140625,651.32421875,1.066414909860848
2380.875,653.875,2380.44921875,653.97265625,0.47064791974809467
2385.375,665.875,2384.86328125,666.33203125,0.07679326134282201
2490.375,669.625,2490.80078125,669.86328125,1.0219669046576099
2506.875,670.375,2507.57421875,671.62890625,1.432770874357817
2477.625,681.625,2478.44140625,682.22265625,1.3475064558304377
2476.875,689.875,2478.44140625,690.16796875,2.0964788615573284
2425.125,757.375,2424.58984375,758.14453125,0.4195769237541675
2440.125,758.125,2439.59765625,758.14453125,0.362155652069634
2437.125,765.625,2434.30078125,765.20703125,2.5278322078963305
2416.125,1088.125,2415.76171875,1088.31640625,0.5811785590304616
