source_x_original_kaguya_px,source_y_original_kaguya_px,source_x_coarse_registered_px,source_y_coarse_registered_px,reference_x_tmc_px,reference_y_tmc_px,ransac_residual_px
40.12626793804776,1679.3472922713124,462.274169921875,1680.4742431640625,462.0269775390625,1681.5196533203125,1.2202025510819963
54.94960649034056,1564.9998836446366,477.2165832519531,1565.854248046875,477.0337829589844,1566.04443359375,0.42177843310476115
54.94960649034056,1564.9998836446366,477.2165832519531,1565.854248046875,477.0337829589844,1566.04443359375,0.42177843310476115
58.59504355445563,1639.257079301671,480.80950927734375,1640.2845458984375,483.1702880859375,1640.423828125,2.2249349912971215
69.0823523971315,1853.3036379056807,491.1454162597656,1854.830078125,491.2276611328125,1855.244873046875,0.5469008618909197
72.61943320046532,1772.393512064556,494.7537536621094,1773.7291259765625,495.4889221191406,1773.850830078125,0.5973619117249467
72.61943320046532,1772.393512064556,494.7537536621094,1773.7291259765625,495.4889221191406,1773.850830078125,0.5973619117249467
79.559133767986,1541.0442912617682,501.8912658691406,1541.835205078125,502.2170715332031,1542.360595703125,0.650333378362231
81.23094578111125,1482.0817686165908,503.6133117675781,1482.73388671875,503.54345703125,1483.2686767578125,0.6452625686263401
82.65039103658648,1842.6015424368654,504.74737548828125,1844.098876953125,505.2867736816406,1842.7340087890625,1.2930510397525472
83.70685683356663,1709.7513581346639,505.9119567871094,1710.936767578125,506.7562255859375,1712.689453125,1.977568614214705
84.69654006896462,1621.2321080143674,506.9742126464844,1622.2095947265625,505.97320556640625,1622.116455078125,1.1431646210158974
92.10105078649286,1564.3062942581014,514.4380493164062,1565.1480712890625,515.8358154296875,1565.2701416015625,1.2899539069876542
92.61513216293184,1829.3543049734712,514.7413330078125,1830.817626953125,515.3287963867188,1831.505615234375,0.8914996005397063
92.61513216293184,1829.3543049734712,514.7413330078125,1830.817626953125,515.3287963867188,1831.505615234375,0.8914996005397063
92.61513216293184,1829.3543049734712,514.7413330078125,1830.817626953125,515.3287963867188,1831.505615234375,0.8914996005397063
93.74326832565788,1768.7690853566155,515.9199829101562,1770.0899658203125,516.2652587890625,1770.20947265625,0.28104729234041465
95.97676545735789,1392.070321096032,518.4586181640625,1392.5069580078125,521.0700073242188,1389.6343994140625,3.7715542814652157
101.84002505726579,1661.0764460955193,524.117919921875,1662.142333984375,523.7548217773438,1660.3453369140625,1.7729910156952378
110.81464432727267,1532.894284250356,533.2117309570312,1533.6568603515625,533.8858642578125,1533.205078125,0.6653367889475744
110.81464432727267,1532.894284250356,533.2117309570312,1533.6568603515625,533.8858642578125,1533.205078125,0.6653367889475744
111.16725842077159,1859.0254112015928,533.304443359375,1860.5528564453125,533.3052368164062,1860.4715576171875,0.20872091399579595
111.16725842077159,1859.0254112015928,533.304443359375,1860.5528564453125,533.3052368164062,1860.4715576171875,0.20872091399579595
113.8744004573619,1567.1024239188162,536.2498779296875,1567.9443359375,535.532470703125,1568.67578125,1.17845799179564
113.8744004573619,1567.1024239188162,536.2498779296875,1567.9443359375,535.532470703125,1568.67578125,1.17845799179564
116.66352950319578,1754.4630900007296,538.89453125,1755.74365234375,538.6116333007812,1755.8565673828125,0.5101608588328258
116.96554215191082,1812.5556768948675,539.1506958007812,1813.972412109375,538.8057250976562,1814.1400146484375,0.6066823683306835
125.10653557679638,1832.2227629784193,547.2911987304688,1833.6832275390625,550.461669921875,1833.881103515625,2.98852026914393
135.43817171339737,1773.325751858348,557.689208984375,1774.64501953125,559.1542358398438,1772.3323974609375,2.550856787843343
141.2439496996896,1547.9409661103773,563.6859130859375,1548.7298583984375,563.9337158203125,1548.3553466796875,0.3128935151715125
141.2439496996896,1547.9409661103773,563.6859130859375,1548.7298583984375,563.9337158203125,1548.3553466796875,0.3128935151715125
142.4491606869356,887.0585650705558,565.42138671875,886.2969360351562,565.6167602539062,887.4959716796875,1.2618792736941205
145.7720422945402,1797.445077847476,568.0231323242188,1798.81787109375,567.7593994140625,1797.513671875,1.2765774800172345
149.75461133305743,1673.6414317808453,572.112060546875,1674.72265625,572.6098022460938,1675.0360107421875,0.5382263648853034
150.60704852338375,1853.8140410991543,572.8221435546875,1855.317626953125,572.6693115234375,1855.2232666015625,0.3560172367725947
150.60704852338375,1853.8140410991543,572.8221435546875,1855.317626953125,572.6693115234375,1855.2232666015625,0.3560172367725947
154.14861186954766,1244.9848548956516,576.8567504882812,1245.059326171875,575.4611206054688,1246.0780029296875,1.792977332388581
154.73346806033265,774.714862754108,577.8184204101562,773.6860961914062,579.1442260742188,773.1153564453125,1.5239705602901439
162.68137418814496,1781.2128721768715,584.97705078125,1782.5426025390625,585.23388671875,1782.1712646484375,0.2739017265118154
165.89843589142896,912.3687254702728,588.894287109375,911.6595458984375,587.8248901367188,911.3707885742188,1.0404754521735469
169.00357921323751,1773.779049140839,591.3170166015625,1775.0894775390625,591.5097045898438,1774.6221923828125,0.36044930485798266
169.64456689016316,1699.2621305990942,592.0187377929688,1700.3975830078125,591.4979858398438,1700.59326171875,0.7411894853114732
173.34773714370982,1641.751513573235,595.7747802734375,1642.7509765625,595.4066162109375,1643.1748046875,0.7286201186533912
173.34773714370982,1641.751513573235,595.7747802734375,1642.7509765625,595.4066162109375,1643.1748046875,0.7286201186533912
173.73232512312342,601.9343355866855,596.9908447265625,600.4946899414062,597.77587890625,601.350341796875,1.272463374136394
176.039866034476,905.1784997993271,599.0604248046875,904.449462890625,598.8350219726562,903.7833862304688,0.6510310284806055
180.33006851930446,930.2443840506602,603.338623046875,929.5728759765625,604.607177734375,929.287353515625,1.3474009926560993
187.52203776268624,1591.1003327894684,610.0160522460938,1591.976806640625,609.829833984375,1591.84033203125,0.31675125080736266
190.30136292920753,1004.7417132829553,613.26904296875,1004.2420043945312,613.7801513671875,1003.7100219726562,0.7333929133913162
192.6605117218483,891.4154539198703,615.72314453125,890.6492309570312,614.512451171875,890.3871459960938,1.1658209042316354
194.4809650737447,1730.2345287488204,616.8768310546875,1731.435302734375,616.5682373046875,1729.67041015625,1.7286655464429548
193.8027896113104,539.165551237762,617.1489868164062,537.57275390625,615.9713745117188,536.464111328125,1.4974938239221112
