source_x,source_y,reference_x,reference_y,source_map_x_m,source_map_y_m,reference_map_x_m,reference_map_y_m,final_residual_px,final_residual_nominal_m
874.875,224.875,874.81640625,224.7598419189453,572600.8984375,-102307.224609375,572600.60546875,-102306.64881896973,0.17749315125787077,0.8874657562893539
922.875,225.625,924.19921875,225.76771545410156,572840.8984375,-102310.974609375,572847.51953125,-102311.68818664551,1.2811749488339033,6.405874744169516
932.625,227.125,933.26953125,226.7755889892578,572889.6484375,-102318.474609375,572892.87109375,-102316.72755432129,0.627542523437496,3.13771261718748
886.125,228.625,885.90234375,228.7913360595703,572657.1484375,-102325.974609375,572656.03515625,-102326.80628967285,0.45087524714335603,2.25437623571678
943.125,230.125,943.34765625,229.79920959472656,572942.1484375,-102333.474609375,572943.26171875,-102331.84565734863,0.26785660126328764,1.3392830063164383
907.125,230.875,908.07421875,228.7913360595703,572762.1484375,-102337.224609375,572766.89453125,-102326.80628967285,2.134533762214474,10.67266881107237
837.375,231.625,837.52734375,230.8070831298828,572413.3984375,-102340.974609375,572414.16015625,-102336.88502502441,0.6707251443362264,3.3536257216811323
955.125,233.875,956.44921875,233.83070373535156,573002.1484375,-102352.224609375,573008.76953125,-102352.00312805176,1.2659214272023702,6.329607136011851
905.625,234.625,906.05859375,234.8385772705078,572754.6484375,-102355.974609375,572756.81640625,-102357.04249572754,0.4668605523773876,2.334302761886938
891.375,235.375,889.93359375,235.84645080566406,572683.3984375,-102359.724609375,572676.19140625,-102362.08186340332,1.6866915302185672,8.433457651092835
851.625,239.125,851.63671875,241.89370727539062,572484.6484375,-102378.474609375,572484.70703125,-102392.31814575195,2.9236773357224677,14.618386678612339
838.125,239.875,837.52734375,240.88583374023438,572417.1484375,-102382.224609375,572414.16015625,-102387.27877807617,1.4147216888562437,7.073608444281218
802.875,242.875,803.26171875,242.90158081054688,572240.8984375,-102397.224609375,572242.83203125,-102397.35751342773,0.23783886418208905,1.1891943209104452
1000.875,246.625,1001.80078125,246.93307495117188,573230.8984375,-102415.974609375,573235.52734375,-102417.51498413086,0.9690467596719221,4.845233798359611
816.375,248.875,817.37109375,248.94882202148438,572308.3984375,-102427.224609375,572313.37890625,-102427.59371948242,0.7798245323306522,3.899122661653261
889.875,250.375,889.93359375,249.95669555664062,572675.8984375,-102434.724609375,572676.19140625,-102432.6330871582,0.29756593960730887,1.4878296980365444
862.125,251.125,860.70703125,250.96456909179688,572537.1484375,-102438.474609375,572530.05859375,-102437.67245483398,1.6311477393121931,8.155738696560967
865.875,251.125,865.74609375,251.97244262695312,572555.8984375,-102438.474609375,572555.25390625,-102442.71182250977,1.0584830234086748,5.292415117043374
799.875,251.875,800.23828125,251.97244262695312,572225.8984375,-102442.224609375,572227.71484375,-102442.71182250977,0.2868941461368749,1.4344707306843745
