source_x,source_y,reference_x,reference_y,ransac_residual_px
123.625,32.125,122.65234375,31.752464294433594,0.8813878547525953
118.375,47.125,119.12109375,45.89052963256836,1.3705870752112472
351.625,68.125,352.18359375,67.98126220703125,0.7141554064203494
282.625,74.125,282.44140625,74.16666412353516,0.16219830371536859
379.375,75.625,380.43359375,76.81755065917969,1.735825706397147
363.625,78.625,363.66015625,78.58480834960938,0.18081476312586056
356.125,83.125,355.71484375,83.0029525756836,0.2759610821277339
388.375,86.125,388.37890625,85.65384674072266,0.43067020142895457
284.875,86.875,285.08984375,85.65384674072266,1.1383304059687709
378.625,87.625,379.55078125,87.42110443115234,1.0724964742329905
278.125,90.625,278.02734375,90.07199096679688,0.4105810701354661
290.125,90.625,290.38671875,90.07199096679688,0.561205480180404
362.875,95.875,362.77734375,94.4901351928711,1.2856095689483593
366.625,97.375,363.66015625,98.90827941894531,3.2746006684200384
380.125,99.625,380.43359375,98.90827941894531,0.7591881317150797
295.375,101.875,294.80078125,101.55916595458984,0.49815252997193316
346.375,101.875,346.88671875,104.21005249023438,2.5348706279793283
305.125,103.375,305.39453125,103.32642364501953,0.3875832092820924
103.375,104.125,103.23046875,104.21005249023438,0.3719559235734258
285.625,104.875,284.20703125,104.21005249023438,1.4116551692650086
367.375,106.375,366.30859375,105.9773178100586,0.9891159040767885
306.625,107.125,306.27734375,107.74457550048828,0.8123285268915444
107.125,107.875,107.64453125,108.62820434570312,1.1787122647807557
316.375,109.375,315.98828125,108.62820434570312,0.6587806476189861
325.375,110.125,323.93359375,110.39546203613281,1.4016493037001676
98.125,113.875,97.93359375,114.81360626220703,1.243577324523997
284.875,113.875,285.08984375,113.04634857177734,0.7163688703944148
359.875,114.625,360.12890625,113.04634857177734,1.4883196031115096
349.375,116.125,350.41796875,113.92997741699219,2.349853906369434
328.375,118.375,329.23046875,118.3481216430664,0.9617514359360368
296.125,119.875,293.91796875,120.99900817871094,2.4911192879626483
113.875,122.125,113.82421875,121.88263702392578,0.06010611575057151
308.125,122.125,308.04296875,122.76626586914062,0.8219570840787286
359.125,122.875,358.36328125,121.88263702392578,1.0704357650438359
320.875,124.375,321.28515625,124.53352355957031,0.6015226163536785
295.375,125.875,294.80078125,126.30078887939453,0.7930296197318516
324.625,128.125,323.93359375,128.95167541503906,1.1754197413278342
353.875,128.125,353.94921875,128.0680389404297,0.19920184494630488
92.875,131.875,92.63671875,132.48619079589844,0.9670089471291491
116.125,136.375,116.47265625,136.0207061767578,0.3730955356490469
354.625,137.875,353.94921875,137.7879638671875,0.5977448798353849
90.625,139.375,91.75390625,136.9043426513672,2.4126642460717433
89.875,143.125,89.98828125,143.08973693847656,0.34167311414330653
124.375,146.125,124.41796875,145.74063110351562,0.07630198561639101
161.875,155.875,162.37890625,155.46054077148438,0.5283190397876071
170.125,156.625,168.55859375,157.22779846191406,1.8055197196251445
181.375,158.125,180.03515625,158.9950714111328,1.7790514231087342
272.125,164.875,272.73046875,166.06410217285156,1.603791613118038
83.125,165.625,83.80859375,165.1804656982422,0.6733076658080502
