source_x,source_y,reference_x,reference_y,ransac_residual_px
1856.125,579.625,1861.2109375,581.305419921875,2.0280296783850136
1922.125,586.375,1925.7421875,586.842041015625,0.691303000019156
2365.125,650.125,2364.9033203125,650.1015625,0.6862139419313442
2365.875,653.875,2366.684814453125,654.5546875,0.5391237114079849
2374.125,653.875,2373.811279296875,657.2265625,2.9437829651839147
2380.875,653.875,2380.93798828125,654.5546875,0.30458366803683373
2490.375,669.625,2490.507568359375,669.6953125,0.6237027550306029
2499.375,669.625,2500.306640625,670.5859375,1.5270133758245423
2506.875,670.375,2504.760498046875,670.5859375,1.622216923788457
2074.375,610.375,2074.6171875,610.7554931640625,1.7936857664964447
2320.875,642.625,2320.771484375,642.1875,1.064165027760463
2341.125,646.375,2340.914794921875,647.4375,0.9724711562088018
2365.125,650.125,2364.56103515625,650.0625,1.0012529457881856
2365.875,653.875,2365.43701171875,654.4375,0.7369098979324809
2312.625,659.125,2311.137939453125,659.6875,2.0281770962194745
2385.375,665.875,2384.7041015625,665.8125,1.1903096620473577
2490.375,669.625,2490.6748046875,670.1875,0.7381280445001027
2506.875,670.375,2507.314697265625,670.1875,1.0556390037122638
2517.375,670.375,2516.948486328125,670.1875,0.44454965035416294
2514.375,680.875,2514.321044921875,679.8125,1.808313288890837
2389.125,681.625,2389.083251953125,681.5625,1.4780328251468164
2477.625,681.625,2478.41357421875,681.5625,1.580881886628676
2512.125,690.625,2510.81787109375,693.8125,2.2381852770845554
2470.125,698.125,2469.65576171875,699.0625,0.6320244205996577
2416.875,713.875,2417.1083984375,714.8125,1.6887510405638182
2470.125,713.875,2470.53173828125,716.5625,1.2653992179061289
2470.125,725.125,2470.53173828125,725.3125,2.6896470935049175
2501.625,731.125,2501.184326171875,735.8125,2.163990044884493
2470.125,739.375,2469.65576171875,744.5625,2.1460433100774976
2425.125,757.375,2424.990478515625,758.5625,2.9653844453092413
2491.875,773.125,2490.6748046875,776.9375,0.46767822308796586
2489.625,782.125,2488.04736328125,787.4375,0.7320378903924716
2488.125,789.625,2486.2958984375,796.1875,1.7102242013573672
2486.625,796.375,2483.66845703125,801.4375,1.371013620068871
2485.125,800.125,2483.66845703125,805.8125,0.4290991683626304
2483.625,807.625,2481.041015625,813.6875,1.0253238115917713
2482.125,815.875,2479.28955078125,823.3125,1.8844856136341095
2479.125,824.125,2477.537841796875,832.0625,1.7294758001377502
2476.875,833.125,2474.91064453125,840.8125,1.1167932238783087
2473.875,847.375,2471.407470703125,855.6875,1.2733238461959522
2458.875,862.375,2456.51904296875,868.8125,1.364218678353162
2467.875,872.125,2467.0283203125,876.6875,3.7801845194764616
