source_x,source_y,reference_x,reference_y,confidence,ground_truth_error_px
200.8864,1820.9257,81.833855,1639.6573,1.0,0.07136216
264.27325,63.757454,415.93784,76.51775,1.0,0.03552503
905.4458,1327.9117,790.42126,1309.4767,1.0,0.059626944
905.4458,1327.9117,790.42126,1309.4767,1.0,0.059626944
1411.2673,1081.0356,1282.2731,1168.2992,1.0,0.08644483
264.36142,1910.9681,124.453926,1730.3192,1.0,0.07899922
905.12976,1085.7778,828.3637,1092.6544,1.0,0.058792952
1493.0447,1680.4298,1260.8369,1717.843,1.0,0.057111166
1182.7919,1247.3916,1051.4452,1281.1827,1.0,0.06489194
1493.0447,1680.4298,1260.8369,1717.843,1.0,0.057111166
905.12976,1085.7778,828.3637,1092.6544,1.0,0.058792952
641.1123,1240.9673,567.493,1189.9095,1.0,0.0584234
905.05554,852.5282,865.1504,883.7996,1.0,0.09591853
1217.0043,409.78918,1214.2953,536.6802,1.0,0.066000566
355.65042,1263.4585,308.3831,1165.0077,1.0,0.059905197
905.05554,852.5282,865.1504,883.7996,1.0,0.09591853
980.2582,1946.9423,760.00586,1875.5295,1.0,0.3800929
1131.4987,1186.0902,1014.62555,1218.1172,1.0,0.52293426
1492.0929,437.11804,1456.2883,604.5736,1.0,0.08929783
1492.0929,437.11804,1456.2883,604.5736,1.0,0.08929783
264.81586,1544.8988,182.6282,1402.6569,1.0,0.05885641
1641.2031,24.750626,1654.8444,258.98233,1.0,0.05197072
593.43616,1165.3152,536.76355,1114.6394,1.0,0.07558836
980.0238,1071.7881,897.7119,1091.9431,1.0,0.14615168
1377.6741,1431.4116,1196.9506,1476.6508,1.0,0.15707414
354.36005,489.6545,429.4316,472.02075,1.0,0.110349886
354.36005,489.6545,429.4316,472.02075,1.0,0.110349886
1197.1511,2002.6981,945.0725,1959.6855,1.0,0.06900021
1197.1511,2002.6981,945.0725,1959.6855,1.0,0.06900021
904.8783,274.0092,956.2626,365.86673,1.0,0.03252899
1490.2701,1525.0232,1282.8964,1578.3005,1.0,0.062221143
1489.7998,109.34651,1505.9486,310.78616,1.0,0.054903768
1446.1127,40.34706,1477.7375,242.07922,1.0,0.07824745
1489.7998,109.34651,1505.9486,310.78616,1.0,0.054903768
1489.7998,109.34651,1505.9486,310.78616,1.0,0.054903768
202.08185,778.94183,247.36276,706.96173,1.0,0.048527833
1056.3655,1023.8975,973.5602,1061.093,1.0,0.10241912
1638.866,1630.5634,1399.3287,1696.2286,1.0,0.12132696
537.9642,1566.073,423.85187,1464.6017,1.0,0.13799368
1446.0504,1839.2515,1193.7112,1852.6892,1.0,0.08684546
793.1652,560.91125,811.0092,605.1007,1.0,0.08227596
1157.6758,1550.7097,981.05273,1548.7467,1.0,0.057803385
537.99774,1803.302,386.45816,1677.0967,1.0,0.104319856
734.69574,1274.7927,645.9891,1234.9323,1.0,0.12074205
1488.5175,1380.661,1304.1515,1448.8263,1.0,0.10935599
794.0576,1494.427,664.4626,1440.9795,1.0,0.10536054
124.44921,506.72568,220.83884,451.02203,1.0,0.04608128
351.87955,535.8715,419.8924,512.96674,1.0,0.10248697
1488.5175,1380.661,1304.1515,1448.8263,1.0,0.10935599
265.63586,491.34137,349.67825,459.50763,1.0,0.06388475
351.87955,535.8715,419.8924,512.96674,1.0,0.10248697
7.6081395,499.59592,117.31135,426.23563,1.0,0.038636405
7.6081395,499.59592,117.31135,426.23563,1.0,0.038636405
351.87955,535.8715,419.8924,512.96674,1.0,0.10248697
1487.7778,1946.8802,1214.0969,1955.4595,1.0,0.1530862
794.6339,1341.1852,689.18384,1303.8882,1.0,0.11789877
794.6663,750.1857,782.42053,774.7643,1.0,0.03976594
1409.3387,111.53393,1433.6316,300.04025,1.0,0.11811588
350.85107,456.73334,431.46066,441.98325,1.0,0.08653998
1409.2125,1372.9578,1234.382,1429.3042,1.0,0.12496006
350.85107,456.73334,431.46066,441.98325,1.0,0.08653998
350.65268,1569.1781,255.60092,1437.9213,1.0,0.014347425
1487.6898,607.8293,1425.4436,756.64276,1.0,0.1648906
796.15796,1405.2026,680.3822,1361.4177,1.0,0.066097915
796.15796,1405.2026,680.3822,1361.4177,1.0,0.066097915
1445.0906,1264.9961,1283.6027,1338.3501,1.0,0.16942304
1129.474,532.5028,1116.5807,632.6778,1.0,0.1123021
796.7634,855.0813,767.79236,869.0121,1.0,0.08501882
1319.5399,1011.1812,1211.1199,1091.3217,1.0,0.022555277
349.88,1992.5278,188.09494,1816.7941,1.0,0.040123135
1056.5771,290.30475,1089.5981,404.37555,1.0,0.1314846
538.69,1755.0497,394.65875,1634.0,1.0,0.06951623
538.69,1755.0497,394.65875,1634.0,1.0,0.06951623
904.0926,1514.9038,759.6436,1476.6526,1.0,0.05003755
538.76886,1755.1106,394.65875,1634.0,1.0,0.08422854
977.9503,692.6464,955.5537,752.14087,1.0,0.07144308
538.76886,1755.1106,394.65875,1634.0,1.0,0.08422854
349.88,1992.5278,188.09494,1816.7941,1.0,0.040123135
904.0926,1514.9038,759.6436,1476.6526,1.0,0.05003755
594.88824,437.11795,652.9913,462.95212,1.0,0.04016475
203.65823,982.06323,216.77873,889.04425,1.0,0.118217535
203.65823,982.06323,216.77873,889.04425,1.0,0.118217535
797.4747,1857.2874,610.20135,1766.4442,1.0,0.07812445
904.0926,1514.9038,759.6436,1476.6526,1.0,0.05003755
1128.9873,191.9562,1169.903,327.76608,1.0,0.08316978
349.1839,444.06903,431.98383,430.41077,1.0,0.09956883
1485.885,1138.8853,1340.0046,1231.9049,1.0,0.13989902
797.58655,2021.4463,584.4153,1913.411,1.0,0.09614021
797.58655,2021.4463,584.4153,1913.411,1.0,0.09614021
1635.8419,1527.6747,1412.8298,1603.6227,1.0,0.09144826
797.58655,2021.4463,584.4153,1913.411,1.0,0.09614021
1485.5167,248.59154,1480.1619,434.74445,1.0,0.09204533
1635.5144,1954.0879,1345.0531,1985.2949,1.0,0.10414
1320.005,265.06375,1329.4966,423.37567,1.0,0.19946873
903.73224,443.56772,928.49634,517.5322,1.0,0.06534904
1320.005,265.06375,1329.4966,423.37567,1.0,0.19946873
595.47485,624.67,623.89685,630.96796,1.0,0.024267826
1376.4852,1084.928,1250.5302,1166.2836,1.0,0.10074499
799.2068,1678.3833,640.02313,1606.5177,1.0,0.09457828
903.6849,1942.3572,691.84656,1859.3416,1.0,0.053084623
1444.5092,750.8322,1364.1575,877.9192,1.0,0.085094586
11.797544,969.06104,46.998863,847.1326,1.0,0.054009933
1444.5092,750.8322,1364.1575,877.9192,1.0,0.085094586
127.752945,1340.7166,92.14661,1198.1672,1.0,0.061899826
1634.381,1129.1158,1474.422,1246.6099,1.0,0.07040442
1376.4591,651.8858,1318.8514,778.652,1.0,0.07826078
903.6849,1942.3572,691.84656,1859.3416,1.0,0.053084623
1484.1719,1501.0725,1281.1847,1555.8691,1.0,0.037215233
1158.5562,842.5944,1093.7233,914.9728,1.0,0.13632922
1158.5562,842.5944,1093.7233,914.9728,1.0,0.13632922
1128.2317,342.3473,1145.4558,462.24954,1.0,0.08457852
346.7146,1195.6716,311.09512,1102.8873,1.0,0.074957095
1484.0569,139.6442,1496.0364,337.00858,1.0,0.06644025
346.1853,989.63965,343.13037,918.34296,1.0,0.06243228
346.1853,989.63965,343.13037,918.34296,1.0,0.06243228
1634.1376,1709.9755,1382.554,1766.6183,1.0,0.11798543
595.9462,360.15195,666.1187,394.24002,1.0,0.066241704
540.2769,368.63504,614.97986,393.04297,1.0,0.1056835
730.2133,583.1151,751.1226,615.00073,1.0,0.073167786
1633.4739,479.45187,1576.1621,664.82214,1.0,0.064631015
730.2133,583.1151,751.1226,615.00073,1.0,0.073167786
1483.7145,1685.6401,1251.5477,1720.9528,1.0,0.123402156
680.33154,526.1515,715.4447,556.10187,1.0,0.08284362
680.33154,526.1515,715.4447,556.10187,1.0,0.08284362
1127.0431,1779.6724,917.2701,1748.7823,1.0,0.23536438
1127.0431,1779.6724,917.2701,1748.7823,1.0,0.23536438
345.08243,810.76324,370.415,758.0069,1.0,0.10094837
540.4512,609.1027,577.1752,608.35706,1.0,0.105715215
540.4512,609.1027,577.1752,608.35706,1.0,0.105715215
345.08243,810.76324,370.415,758.0069,1.0,0.10094837
345.08243,810.76324,370.415,758.0069,1.0,0.10094837
1483.7145,1685.6401,1251.5477,1720.9528,1.0,0.123402156
1086.4285,1211.8777,970.70465,1234.1482,1.0,0.04663693
802.9889,1825.0292,620.22705,1738.4011,1.0,0.06217146
802.9889,1825.0292,620.22705,1738.4011,1.0,0.06217146
205.66792,1518.4948,133.86052,1369.6161,1.0,0.08753567
1320.6075,917.3893,1226.8745,1007.4345,1.0,0.07838941
343.8929,1908.2374,196.07713,1740.3608,1.0,0.083576635
343.8929,1908.2374,196.07713,1740.3608,1.0,0.083576635
343.8929,1908.2374,196.07713,1740.3608,1.0,0.083576635
1443.968,958.51276,1330.8293,1063.771,1.0,0.036414005
1443.968,958.51276,1330.8293,1063.771,1.0,0.036414005
129.33607,1113.3479,129.45671,994.8653,1.0,0.05834583
729.25116,1733.639,568.6697,1644.856,1.0,0.11928525
342.51953,942.9083,347.26205,875.9537,1.0,0.091935985
807.0256,1058.513,744.93036,1052.7356,1.0,0.15398754
129.64143,1653.9224,44.415997,1478.9042,1.0,0.07344681
807.6876,526.4439,829.48035,576.47,1.0,0.12873025
341.43677,97.889565,479.81653,119.128845,1.0,0.25375754
807.967,1879.0658,616.1369,1787.4963,1.0,0.0735271
1239.3531,5.545442,1298.1097,178.29245,1.0,0.061102998
268.60443,1079.5211,259.54318,986.5901,1.0,0.113796
206.14954,1365.3809,158.46812,1232.6311,1.0,0.08435908
808.3796,2027.4448,593.09607,1920.4655,1.0,0.05811768
1124.6168,1102.6545,1022.24744,1142.4493,1.0,0.10014366
1124.6168,1102.6545,1022.24744,1142.4493,1.0,0.10014366
727.4608,1636.4165,582.27454,1557.7145,1.0,0.11754973
727.4608,1636.4165,582.27454,1557.7145,1.0,0.11754973
901.40247,38.163776,990.40216,154.18167,1.0,0.050663233
726.8509,24.112984,836.35706,114.06719,1.0,0.06297735
901.40247,38.163776,990.40216,154.18167,1.0,0.050663233
339.7851,163.11548,467.9233,177.36853,1.0,0.104046315
339.7851,163.11548,467.9233,177.36853,1.0,0.104046315
901.40247,38.163776,990.40216,154.18167,1.0,0.050663233
269.49435,1740.5779,155.91624,1578.5668,1.0,0.045793008
206.75432,1677.532,109.70673,1512.2184,1.0,0.053613313
206.75432,1677.532,109.70673,1512.2184,1.0,0.053613313
17.22822,1175.0068,19.365234,1032.2809,1.0,0.13174449
339.7744,1425.6296,268.52133,1307.6543,1.0,0.04034327
1481.4965,1583.3494,1265.8136,1629.0648,1.0,0.077885546
1124.2904,1085.2825,1024.49,1126.8583,1.0,0.11141175
