source_x,source_y,reference_x,reference_y,confidence,ground_truth_error_px
585.1429,39.009525,620.4572,30.267595,0.6356058,0.31959394
604.64764,39.009525,639.52924,32.36716,0.7827767,0.64515465
624.1524,39.009525,658.411,33.92856,0.94359136,0.8442045
643.65717,39.009525,678.37604,34.623577,0.9976641,0.53507674
663.1619,39.009525,697.7359,37.1845,0.99718857,0.4128376
682.6667,39.009525,717.228,38.764572,0.9960541,0.27894947
702.17145,39.009525,736.50336,40.144596,0.9964097,0.32909003
721.6762,39.009525,755.8456,42.556484,0.9991196,0.7401497
741.18097,39.009525,775.6319,43.853664,0.9903448,0.22254783
760.6857,39.009525,794.8973,44.914986,0.91551715,0.47251397
780.1905,39.009525,814.49115,46.79737,0.582272,0.24423647
799.69525,39.009525,833.9471,49.11917,0.42352867,0.38365588
819.2,39.009525,853.59216,50.18609,0.72341174,0.31393534
838.7048,39.009525,872.95325,52.847034,0.9860083,0.72089565
858.20953,39.009525,892.32416,54.744473,0.9957947,0.91031045
877.7143,39.009525,911.26,55.509964,0.9986887,0.4349308
897.21906,39.009525,930.854,58.121334,0.9993941,0.92571485
916.7238,39.009525,950.07886,58.97182,0.99504703,0.4777219
936.22864,39.009525,969.49713,60.31512,0.9974191,0.5846308
955.7334,39.009525,989.04535,62.56195,0.9979644,0.4344485
975.23816,39.009525,1008.67896,63.579422,0.98995763,0.48639008
994.7429,39.009525,1028.24,66.64324,0.95518976,0.9081603
1014.2477,39.009525,1047.824,67.659256,0.34759438,0.25175
1033.7524,39.009525,1067.3486,68.66847,0.36254933,0.51233804
1053.2572,39.009525,1086.5431,71.473076,0.9277038,0.6378974
1072.762,39.009525,1106.192,72.619774,0.98246104,0.20996743
1092.2667,39.009525,1125.5503,73.6976,0.9686302,0.5512554
1111.7715,39.009525,1145.1886,75.01808,0.9655895,0.9743081
1131.2762,39.009525,1164.3458,77.90667,0.9948641,0.276592
1150.781,39.009525,1183.3636,78.61124,0.99149567,0.80794835
1170.2858,39.009525,1203.8298,80.84245,0.9827826,0.7044342
1189.7905,39.009525,1222.4982,82.661674,0.9110892,0.112283096
1209.2953,39.009525,1242.8141,84.61599,0.69737077,0.8207907
1228.8,39.009525,1261.6655,85.65542,0.2969952,0.52853054
1248.3048,39.009525,1281.3152,88.432526,0.3630957,0.74227154
1267.8096,39.009525,1299.4044,89.46101,0.8724864,0.90368265
1287.3143,39.009525,1319.6497,92.00895,0.9475395,0.7785839
1306.8191,39.009525,1339.5082,92.972,0.88924664,0.3440285
1326.3239,39.009525,1358.7196,94.75819,0.9110556,0.17400925
1345.8286,39.009525,1377.9216,96.4014,0.8852657,0.12474469
1365.3334,39.009525,1398.132,98.0075,0.96734315,0.674752
1384.8381,39.009525,1416.1956,100.1313,0.8689271,0.7981558
1404.3429,39.009525,1436.6062,101.49565,0.6663761,0.29371977
1423.8477,39.009525,1456.0365,102.907585,0.9699846,0.36612797
1443.3524,39.009525,1474.6036,104.7108,0.45201978,0.5894691
1462.8572,39.009525,1494.9441,107.73304,0.3306598,1.2439291
1482.3619,39.009525,1514.4006,108.39267,0.7267988,0.3928056
1501.8667,39.009525,1533.33,110.04426,0.65279484,0.17909697
1521.3715,39.009525,1552.6915,111.48109,0.86662984,0.26056066
1540.8762,39.009525,1572.1691,112.840614,0.55472094,0.52023345
1560.381,39.009525,1590.9636,114.77179,0.75953794,0.8414836
1579.8857,39.009525,1611.7598,116.08236,0.78504807,0.8635414
1599.3905,39.009525,1630.4156,117.808266,0.6600617,0.65989435
1618.8953,39.009525,1650.2451,120.44842,0.78824985,0.36732605
1638.4,39.009525,1669.4283,121.529236,0.76379013,0.31028217
1657.9048,39.009525,1688.6853,122.56534,0.61115503,0.99590605
1677.4095,39.009525,1707.8536,125.16523,0.2866031,0.4974746
1696.9143,39.009525,1727.4052,127.41956,0.2688485,0.6114134
1716.4191,39.009525,1746.906,128.56131,0.5462081,0.31004843
1735.9238,39.009525,1766.8937,130.15076,0.80812895,0.31461895
1755.4286,39.009525,1785.5994,131.9881,0.5447536,0.47135326
1774.9333,39.009525,1805.2339,134.4404,0.4040099,0.7545954
1794.4381,39.009525,1824.4135,134.7511,0.344112,0.8558899
1813.9429,39.009525,1843.6616,136.67052,0.56758106,0.8381721
1872.4573,39.009525,1902.7745,141.78973,0.37725714,0.46059322
1911.4668,39.009525,1940.3683,145.20755,0.31207192,1.2213689
370.59048,58.51429,404.65823,30.401585,0.8750152,0.39285797
390.09525,58.51429,424.48062,33.471935,0.97323114,1.0347146
