reference_x,reference_y,source_x,source_y,residual_dy,residual_dx,residual_magnitude_px,peak_score,ambiguity_ratio,valid_fraction,accepted
288,262,,,,,,,,0.10175619834710743,False
388,262,,,,,,,,0.15382231404958677,False
488,262,,,,,,,,0.1549380165289256,False
588,262,,,,,,,,0.2692148760330578,False
688,262,,,,,,,,0.398801652892562,False
788,262,,,,,,,,0.44452479338842976,False
888,262,327.4377085864544,364.5876799225807,-91.58767992258072,-134.4377085864544,162.67083513518187,4.2444682121276855,1.2949546668140857,0.4881198347107438,False
988,262,295.32137858867645,273.4257413446903,-0.4257413446903229,-2.3213785886764526,2.3600962362887246,3.1905853748321533,1.0194192100438764,0.5291528925619835,False
1088,262,395.1975006312132,273.834530249238,-0.8345302492380142,-2.197500631213188,2.350627524954905,5.069329261779785,1.176610677661931,0.5682851239669422,True
1188,262,495.09409039467573,273.8030700683594,-0.803070068359375,-2.0940903946757317,2.2427964945058863,5.1365790367126465,1.5038558322612798,0.606797520661157,True
1288,262,594.8162897378206,273.5442151129246,-0.5442151129245758,-1.8162897378206253,1.8960692236434893,5.208373069763184,1.581174115603222,0.6445867768595042,True
1388,262,694.5397786200047,273.42184695601463,-0.4218469560146332,-1.539778620004654,1.5965190424552562,4.964120864868164,2.1209384310478585,0.6807438016528926,True
1488,262,794.3758682310581,273.3818588256836,-0.38185882568359375,-1.3758682310581207,1.4278758881595612,5.108445644378662,2.3319880683876812,0.7027892561983471,True
1588,262,894.1910898983479,273.26254135370255,-0.26254135370254517,-1.1910898983478546,1.2196815602239248,4.755252361297607,2.72278417023505,0.6809917355371901,True
1688,262,993.8408527970314,273.1101311966777,-0.11013119667768478,-0.8408527970314026,0.8480343782873381,4.223882675170898,1.6613866457555195,0.6208057851239669,True
1788,262,1093.6094067692757,272.8337143957615,0.16628560423851013,-0.6094067692756653,0.6316862453908351,4.126351833343506,2.0115257979338224,0.5561776859504132,True
1888,262,1193.5031887888908,272.8745218962431,0.1254781037569046,-0.5031887888908386,0.5185978324172378,3.9380664825439453,1.993519457287889,0.4914256198347107,True
