source_x,source_y,reference_x,reference_y,confidence,ground_truth_error_px
534.5,16.5,666.5,78.5,0.8634601,2.0316546
590.5,16.5,716.5,84.5,0.805653,1.6155524
666.5,16.5,782.5,96.5,0.98466307,1.5456291
976.5,16.5,1060.5,146.5,0.9505779,0.5242942
1310.5,16.5,1360.5,198.5,0.9871562,0.9880865
1606.5,16.5,1624.5,246.5,0.9930301,0.6675806
1278.5,18.5,1330.5,196.5,0.9901275,0.6869404
912.5,20.5,1002.5,140.5,0.93442714,0.6894381
1642.5,22.5,1656.5,256.5,0.95283526,0.6760968
712.5,24.5,822.5,112.5,0.9825576,0.96237415
1334.5,24.5,1380.5,210.5,0.970561,0.3071444
414.5,26.5,556.5,66.5,0.9893369,0.43673515
472.5,26.5,608.5,76.5,0.98859596,0.5527258
1046.5,28.5,1120.5,168.5,0.99800164,1.2815107
1286.5,28.5,1336.5,206.5,0.994736,0.23030896
934.5,32.5,1020.5,154.5,0.9798604,0.41105753
428.5,38.5,568.5,80.5,0.99205405,1.7176638
336.5,40.5,484.5,66.5,0.98415023,0.6526257
94.5,42.5,268.5,30.5,0.9323775,1.2503064
1686.5,42.5,1692.5,282.5,0.99399924,0.50092065
526.5,44.5,654.5,100.5,0.9962219,0.8098909
1650.5,44.5,1658.5,278.5,0.99694294,1.5530663
20.5,46.5,200.5,22.5,0.5180717,0.14569677
782.5,46.5,882.5,142.5,0.99606484,0.38476712
1016.5,46.5,1092.5,180.5,0.9982529,0.80345076
302.5,48.5,452.5,68.5,0.9910511,0.39370757
1866.5,48.5,1852.5,314.5,0.9928283,1.312759
500.5,56.5,628.5,106.5,0.99797577,0.8119495
846.5,56.5,938.5,160.5,0.9977488,1.4447154
468.5,58.5,600.5,104.5,0.9971229,1.0310254
670.5,58.5,780.5,136.5,0.995156,0.56762385
1198.5,58.5,1252.5,220.5,0.9961473,1.3631444
264.5,62.5,414.5,76.5,0.9891768,2.0986629
1976.5,62.5,1948.5,344.5,0.96857446,1.2970804
714.5,64.5,818.5,148.5,0.9972782,0.43833822
1452.5,64.5,1480.5,264.5,0.99262273,0.95516354
140.5,66.5,304.5,60.5,0.9815101,1.0780088
746.5,66.5,846.5,154.5,0.97333413,0.91853184
94.5,68.5,264.5,54.5,0.9970736,1.4446305
410.5,68.5,546.5,102.5,0.99643904,1.4146211
62.5,70.5,234.5,50.5,0.98085666,0.36602432
300.5,72.5,446.5,88.5,0.99217176,1.6281251
1144.5,74.5,1202.5,224.5,0.9797382,0.63790274
668.5,76.5,774.5,150.5,0.9967009,1.7852846
16.5,78.5,192.5,52.5,0.9506176,2.0412548
690.5,78.5,794.5,156.5,0.9991316,0.83441174
1054.5,78.5,1120.5,214.5,0.99814093,0.55033106
224.5,80.5,378.5,84.5,0.9863262,1.1182349
528.5,82.5,648.5,136.5,0.9921535,1.7959354
1832.5,84.5,1816.5,342.5,0.99700695,0.19900629
246.5,86.5,396.5,94.5,0.994668,0.43897402
320.5,90.5,462.5,108.5,0.9905377,0.9638539
446.5,90.5,574.5,130.5,0.99802935,1.3146263
1030.5,92.5,1096.5,222.5,0.9971082,1.1080079
912.5,94.5,990.5,206.5,0.99929595,0.90283984
1676.5,94.5,1674.5,326.5,0.9960843,1.0075035
1912.5,94.5,1886.5,362.5,0.910391,1.7414852
282.5,96.5,426.5,108.5,0.9947882,0.58962494
342.5,96.5,480.5,118.5,0.9970328,0.4175698
388.5,96.5,522.5,124.5,0.99640894,1.0899714
186.5,98.5,340.5,96.5,0.993471,1.1913837
158.5,100.5,314.5,92.5,0.9927611,0.93048406
1004.5,102.5,1072.5,226.5,0.9976772,1.5564008
424.5,104.5,552.5,138.5,0.9983214,0.46948546
1490.5,106.5,1506.5,308.5,0.998616,0.4917659
528.5,108.5,644.5,158.5,0.9973012,0.9213112
1462.5,114.5,1480.5,310.5,0.9990288,0.61668885
1876.5,114.5,1850.5,376.5,0.9933737,0.7871524
1126.5,116.5,1180.5,258.5,0.9914238,1.6734364
404.5,118.5,532.5,148.5,0.9972458,0.88941103
570.5,118.5,682.5,174.5,0.9906719,1.2516378
1196.5,118.5,1240.5,270.5,0.98616225,2.5804873
674.5,120.5,774.5,192.5,0.9975425,0.51140946
292.5,122.5,432.5,134.5,0.99793774,1.1116074
450.5,122.5,574.5,158.5,0.99363583,1.1458923
792.5,122.5,880.5,212.5,0.9984118,0.96015584
1402.5,122.5,1424.5,310.5,0.99862224,2.0656846
944.5,126.5,1014.5,240.5,0.99813396,0.65169245
1292.5,126.5,1326.5,294.5,0.99475193,0.5096409
222.5,130.5,368.5,130.5,0.9929568,0.980955
166.5,132.5,316.5,122.5,0.9942651,1.0238914
824.5,132.5,904.5,228.5,0.99892527,2.9076235
242.5,134.5,386.5,136.5,0.9895416,1.2612922
1392.5,134.5,1414.5,318.5,0.99858195,0.627986
1794.5,134.5,1774.5,380.5,0.9910681,0.9413938
648.5,140.5,746.5,206.5,0.99830335,1.4212637
1120.5,140.5,1168.5,278.5,0.99773747,2.6440043
330.5,142.5,462.5,156.5,0.996408,1.0037779
596.5,142.5,700.5,200.5,0.99740237,1.117157
970.5,142.5,1036.5,258.5,0.9981048,0.7576904
1018.5,142.5,1078.5,266.5,0.99958414,0.47428194
1516.5,144.5,1522.5,346.5,0.9966008,1.7494676
1400.5,146.5,1418.5,328.5,0.9980522,2.1535456
198.5,148.5,342.5,142.5,0.9926176,1.2431003
488.5,150.5,604.5,190.5,0.99897873,1.8020332
1384.5,150.5,1404.5,332.5,0.9982962,1.6091274
362.5,152.5,488.5,172.5,0.9959085,1.6832843
472.5,154.5,586.5,190.5,0.9963854,1.5042074
16.5,156.5,178.5,120.5,0.95293635,0.9377438
610.5,156.5,712.5,214.5,0.9981678,1.302478
1436.5,160.5,1450.5,348.5,0.9982081,0.5119518
2012.5,160.5,1964.5,438.5,0.977742,1.4189752
432.5,162.5,550.5,190.5,0.9976563,1.0644921
532.5,164.5,640.5,208.5,0.9985789,0.66145617
568.5,164.5,670.5,214.5,0.9894013,1.881792
184.5,168.5,326.5,158.5,0.9977435,1.6552899
1452.5,170.5,1462.5,360.5,0.99870604,0.9110467
468.5,172.5,580.5,204.5,0.9956617,1.9381247
908.5,172.5,974.5,276.5,0.9990953,1.3641961
204.5,174.5,344.5,166.5,0.994741,0.4896823
822.5,176.5,896.5,264.5,0.99755734,1.7450826
1196.5,178.5,1232.5,326.5,0.99912924,0.14199777
1462.5,182.5,1468.5,372.5,0.9992181,1.4987811
2008.5,182.5,1958.5,458.5,0.98962414,0.39944175
258.5,188.5,390.5,188.5,0.9970416,1.3298261
602.5,188.5,698.5,242.5,0.9973252,1.0470408
1128.5,188.5,1170.5,324.5,0.99849,0.5787968
1506.5,190.5,1506.5,384.5,0.9989051,2.208363
392.5,194.5,508.5,212.5,0.9947106,2.0388727
480.5,198.5,588.5,230.5,0.9981605,0.8337809
1446.5,200.5,1452.5,386.5,0.99644154,0.96148986
338.5,202.5,458.5,212.5,0.99849725,1.9545412
1544.5,202.5,1540.5,402.5,0.99005526,0.4728201
1736.5,202.5,1712.5,432.5,0.99240214,0.77900296
816.5,204.5,888.5,288.5,0.9899795,1.2678115
1068.5,208.5,1112.5,332.5,0.9682984,0.7920649
1222.5,210.5,1250.5,358.5,0.999404,0.6710087
1028.5,212.5,1076.5,330.5,0.9994374,0.21053419
118.5,214.5,262.5,188.5,0.9956582,0.9028371
1826.5,214.5,1790.5,458.5,0.998093,0.47269517
1006.5,218.5,1054.5,330.5,0.9994375,2.2692213
1934.5,220.5,1886.5,478.5,0.9971532,2.01119
464.5,222.5,570.5,250.5,0.99863744,0.47306037
588.5,224.5,680.5,270.5,0.9992105,1.1500025
872.5,224.5,934.5,316.5,0.99876565,0.56322
1460.5,224.5,1460.5,410.5,0.99216443,1.5790732
1616.5,224.5,1600.5,434.5,0.9988901,0.8887658
1442.5,226.5,1444.5,408.5,0.99936116,0.623139
1470.5,228.5,1470.5,414.5,0.96785104,0.6978547
296.5,232.5,418.5,232.5,0.9946703,0.422422
820.5,232.5,886.5,316.5,0.99833816,1.3305364
1892.5,232.5,1846.5,484.5,0.99836195,0.49838355
148.5,236.5,284.5,214.5,0.9983614,1.6771321
670.5,238.5,750.5,296.5,0.9970145,1.614803
124.5,240.5,264.5,212.5,0.9941884,1.6453654
930.5,240.5,984.5,340.5,0.9983214,0.57812
494.5,242.5,594.5,272.5,0.9989192,0.79669046
374.5,244.5,486.5,254.5,0.99835145,1.3113706
1552.5,244.5,1540.5,442.5,0.9972702,0.82836545
1850.5,248.5,1806.5,490.5,0.99867654,1.8527983
92.5,250.5,232.5,216.5,0.9979304,0.16320126
192.5,250.5,322.5,232.5,0.99780923,0.35734978
710.5,250.5,786.5,314.5,0.99952203,0.6788379
1934.5,250.5,1880.5,506.5,0.9968931,1.5168517
1058.5,252.5,1098.5,370.5,0.99962455,1.388885
1598.5,252.5,1580.5,456.5,0.99493647,0.39808068
450.5,254.5,552.5,278.5,0.999269,1.8166935
1016.5,254.5,1060.5,366.5,0.9990492,1.3393278
1752.5,254.5,1718.5,482.5,0.999094,0.4325927
400.5,258.5,506.5,270.5,0.9970032,1.9717159
270.5,260.5,390.5,254.5,0.9987735,0.86389923
58.5,264.5,198.5,224.5,0.9974876,1.6644547
526.5,264.5,618.5,296.5,0.9991536,1.2307376
596.5,264.5,682.5,308.5,0.9990951,0.8711061
1322.5,264.5,1330.5,424.5,0.99832356,1.6485139
628.5,266.5,710.5,314.5,0.9983913,1.1495694
664.5,266.5,742.5,322.5,0.9910855,1.3225594
1372.5,270.5,1374.5,436.5,0.9989699,0.9401824
348.5,272.5,456.5,276.5,0.99921644,1.8666948
1424.5,272.5,1420.5,446.5,0.99900734,1.1786991
152.5,274.5,282.5,246.5,0.9972027,1.0481753
186.5,278.5,312.5,256.5,0.9831142,0.12630835
748.5,278.5,814.5,344.5,0.9991807,1.2453519
