source_x,source_y,raw_reference_x,raw_reference_y,geometric_reference_x,geometric_reference_y,refined_reference_x,refined_reference_y,phase_response,shift_x,shift_y,raw_gt_error_px,geometric_gt_error_px,refined_gt_error_px
54.5,188.5,78.5,132.5,78.47392,132.37416,78.609985,132.62468,0.950638,0.13606273,0.25052014,0.22586897,0.3531409,0.08923905
242.5,228.5,262.5,188.5,262.22952,188.64645,262.41562,188.75386,0.9389753,0.18610606,0.10740615,0.45845246,0.33334184,0.19209611
246.5,252.5,264.5,212.5,264.13306,212.90353,264.34137,213.02293,0.8925976,0.20830171,0.11939522,0.73556983,0.32888415,0.18939534
508.5,164.5,532.5,148.5,532.6753,148.13437,532.6996,148.13354,0.9566751,0.0243132,-0.0008201863,0.46608666,0.36003634,0.342603
286.5,128.5,314.5,92.5,314.71375,92.875946,314.93384,93.06306,0.96418875,0.22009732,0.18710762,0.7863076,0.35566333,0.0953623
368.5,122.5,396.5,94.5,396.8944,94.06372,396.94882,94.21811,0.9174186,0.054401018,0.15438971,0.663564,0.36132443,0.22123592
304.5,192.5,326.5,158.5,327.09283,158.20227,327.21494,158.24336,0.91807723,0.122097895,0.041094437,0.78364915,0.3398499,0.24983586
496.5,142.5,522.5,124.5,522.63153,125.17059,522.9089,125.20753,0.91380984,0.27732518,0.036937553,0.99636143,0.36632523,0.2002571
600.5,114.5,628.5,106.5,628.62775,106.365295,628.79956,106.43593,0.9301023,0.17178905,0.07063194,0.46204332,0.3908597,0.21117431
672.5,90.5,702.5,88.5,702.4097,88.74864,702.7178,88.902275,0.9315098,0.3080218,0.15363309,0.5221945,0.41309234,0.069970496
622.5,142.5,648.5,136.5,648.11017,136.17973,648.33386,136.27043,0.9708499,0.22371277,0.09069611,0.1302099,0.38349834,0.15376489
680.5,202.5,700.5,200.5,700.6704,201.01639,700.7171,201.31383,0.91832507,0.046715103,0.29743734,0.8627679,0.36943206,0.28159723
560.5,216.5,580.5,204.5,579.9537,204.4776,580.25037,204.61632,0.95237267,0.29670957,0.13871683,0.34842056,0.34786138,0.093724586
828.5,36.5,862.5,48.5,862.44403,48.58691,862.62775,48.691086,0.94298583,0.18373553,0.10417728,0.45806527,0.46988937,0.26407167
856.5,128.5,882.5,142.5,882.35516,142.67914,882.55804,142.65703,0.9129644,0.20289762,-0.022110123,0.4263316,0.4354859,0.27132222
874.5,100.5,902.5,116.5,902.7073,116.359695,902.93976,116.64853,0.96154046,0.23245993,0.28883237,0.6329963,0.45218664,0.23623407
860.5,198.5,880.5,212.5,880.2723,212.75912,880.3867,212.95483,0.95247334,0.11446149,0.19571479,0.44371322,0.40562254,0.2606006
1020.5,230.5,1036.5,258.5,1036.837,258.61575,1036.9119,258.73016,0.9706683,0.07485033,0.11440469,0.7853338,0.4290671,0.33531088
1062.5,234.5,1078.5,266.5,1078.3167,266.27005,1078.5754,266.24927,0.90872705,0.25880834,-0.020769443,0.26368675,0.43812996,0.21410595
1182.5,182.5,1202.5,224.5,1202.3265,224.95517,1202.6006,225.09302,0.97060347,0.27400076,0.13784961,0.62852365,0.49565026,0.21896245
1178.5,82.5,1206.5,124.5,1207.0094,124.99071,1207.6104,125.08606,0.888954,0.6009974,0.09535166,1.1933122,0.5423209,0.0661522
1210.5,102.5,1236.5,148.5,1237.1437,147.70966,1237.9878,147.74197,0.9695079,0.8440586,0.03232479,1.3774889,0.54212224,0.3114625
1154.5,238.5,1168.5,278.5,1169.5894,278.29306,1169.754,278.298,0.91621166,0.16463763,0.0049338755,1.5437726,0.461075,0.30062145
1314.5,152.5,1336.5,206.5,1336.3802,206.60403,1337.0187,206.67847,0.95096236,0.6383887,0.07443934,0.45652142,0.54932743,0.09355561
1516.5,142.5,1538.5,214.5,1538.411,214.29211,1539.2085,214.12373,0.918319,0.79745543,-0.16838165,0.56350434,0.6184571,0.25607216
1358.5,152.5,1380.5,210.5,1380.1982,210.44849,1380.7866,210.53549,0.99696416,0.588336,0.086999945,0.25904116,0.56297004,0.046571925
1450.5,28.5,1482.5,94.5,1482.5637,94.964355,1483.6042,94.88509,0.83296335,1.0405643,-0.07926244,0.8668318,0.6530219,0.40139696
1492.5,238.5,1506.5,308.5,1506.1907,307.8255,1506.8197,307.9254,0.94100875,0.62906724,0.09990144,0.6981507,0.56362617,0.10045734
1764.5,130.5,1786.5,224.5,1786.4249,224.00708,1787.1469,224.04825,0.9590858,0.72191685,0.041162226,0.8264789,0.7078045,0.08273337
1720.5,150.5,1740.5,240.5,1740.8737,240.0856,1741.7522,239.99854,0.93798834,0.8785046,-0.08706105,1.1453533,0.68277156,0.20464057
1776.5,156.5,1796.5,250.5,1796.122,250.95544,1796.8533,250.87016,0.9062412,0.73138326,-0.08527902,0.52296555,0.6989917,0.055106197
