source_x,source_y,raw_reference_x,raw_reference_y,geometric_reference_x,geometric_reference_y,refined_reference_x,refined_reference_y,phase_response,shift_x,shift_y,raw_gt_error_px,geometric_gt_error_px,refined_gt_error_px
175.54286,58.51429,476.43948,135.74506,476.46375,135.69763,476.55405,135.8082,0.95794535,0.09031249,0.11056812,0.12413375,0.0710914,0.17678376
136.53334,175.54286,422.18814,218.05438,422.097,218.06073,422.1013,218.04697,0.97268677,0.0042907437,-0.013768599,0.084957324,0.07323285,0.05897362
136.53334,117.02858,434.04422,172.87032,434.2071,172.84148,434.14368,172.84787,0.95057184,-0.06340314,0.0063982415,0.21975586,0.07323916,0.121962294
136.53334,39.009525,450.5395,112.491745,450.3539,112.54913,450.44815,112.41785,0.93856657,0.09424799,-0.13128851,0.14158857,0.074098825,0.08752093
39.009525,175.54286,346.64255,198.06813,346.73065,197.87216,346.68854,197.92305,0.9574514,-0.0421188,0.050884537,0.29433185,0.079563595,0.1448099
292.57144,39.009525,570.98804,144.87894,570.94,144.85083,570.98846,144.90736,0.96273476,0.0484433,0.056526538,0.08197451,0.06330736,0.11018082
468.11432,39.009525,706.6585,181.03564,706.5994,181.19025,706.4912,181.16891,0.94015825,-0.10819435,-0.02133838,0.114755355,0.05141606,0.13493147
448.60953,136.53334,671.3351,252.35126,671.34265,252.51797,671.49164,252.57976,0.9955093,0.14899325,0.06177596,0.11831955,0.05340883,0.17399706
487.61908,78.01905,713.7863,215.35286,713.59924,215.37411,713.61865,215.44873,0.9836118,0.019425703,0.074611865,0.16914733,0.050257735,0.12081964
351.08572,117.02858,600.1807,217.3787,600.013,217.25632,600.0853,217.28917,0.97851455,0.0723497,0.032852996,0.2276112,0.059186205,0.09949248
565.6381,214.55238,745.59265,337.07877,745.6354,337.0366,745.6006,337.00598,0.9738422,-0.034768514,-0.030614354,0.102171615,0.049639717,0.041573726
721.6762,136.53334,882.3168,309.10675,882.3684,309.04593,882.458,308.98993,0.9755142,0.08958246,-0.05600985,0.112474725,0.038911637,0.090855174
643.65717,58.51429,838.3094,232.61427,838.22205,232.60275,838.24414,232.6141,0.9871657,0.022090437,0.011357937,0.08999833,0.040465675,0.050748125
