reference_x,reference_y,source_x,source_y,residual_dy,residual_dx,residual_magnitude_px,peak_score,ambiguity_ratio,valid_fraction,accepted
563,516,,,,,,,,0.9635123966942148,False
663,516,,,,,,,,0.9989049586776859,False
763,516,,,,,,,,1.0,False
863,516,,,,,,,,0.9978512396694215,False
963,516,,,,,,,,0.9654545454545455,False
1063,516,157.44447830319405,518.4048523008823,0.5951476991176605,-0.444478303194046,0.7428066678317472,5.552013397216797,2.7611191962662787,0.8960330578512397,True
1163,516,257.35003438591957,518.3257538378239,0.6742461621761322,-0.3500343859195709,0.7596920155795599,5.590595245361328,3.4604624667723067,0.8137190082644629,True
1263,516,357.115998364985,518.2121214717627,0.7878785282373428,-0.11599836498498917,0.7963718954964647,5.5587158203125,3.4657322025342197,0.7317355371900827,True
1363,516,457.00665868399665,518.4073420763016,0.5926579236984253,-0.006658683996647596,0.5926953286428835,5.280914306640625,3.060825479720499,0.6484297520661157,True
1463,516,556.9023155122995,518.3441559970379,0.6558440029621124,0.09768448770046234,0.6630788907503157,5.364013195037842,3.0117164612364844,0.5644628099173554,True
1563,516,656.7996453940868,518.446993291378,0.5530067086219788,0.20035460591316223,0.5881822743771974,5.394292831420898,3.3702399816959328,0.4818181818181818,True
1663,516,,,,,,,,0.39917355371900826,False
1763,516,,,,,,,,0.31677685950413226,False
1863,516,,,,,,,,0.23685950413223142,False
1963,516,,,,,,,,0.1609917355371901,False
2063,516,,,,,,,,0.08925619834710743,False
2163,516,,,,,,,,0.03049586776859504,False
2263,516,,,,,,,,0.0024793388429752068,False
2363,516,,,,,,,,0.0,False
2463,516,,,,,,,,0.0,False
163,616,,,,,,,,0.09171487603305785,False
263,616,,,,,,,,0.20394628099173553,False
363,616,,,,,,,,0.3141735537190083,False
463,616,,,,,,,,0.4237603305785124,False
563,616,,,,,,,,0.5335743801652892,False
663,616,,,,,,,,0.6431818181818182,False
763,616,,,,,,,,0.7521694214876034,False
863,616,,,,,,,,0.8617768595041322,False
963,616,,,,,,,,0.9542355371900827,False
1063,616,157.27739337086678,618.3986086547375,0.6013913452625275,-0.2773933708667755,0.6622828945077058,6.063647270202637,1.4154074553265983,0.9970247933884298,True
1163,616,257.1467562764883,618.2291444391012,0.7708555608987808,-0.14675627648830414,0.7847010261604642,5.916665077209473,1.8968065601096247,1.0,True
1263,616,357.00765226362273,618.2337992936373,0.7662007063627243,-0.00765226362273097,0.766238918072744,5.524196624755859,2.6886036020773467,1.0,True
1363,616,456.98468069173396,618.3622751832008,0.6377248167991638,0.015319308266043663,0.6379087890657074,5.345549583435059,2.8893754446013795,1.0,True
1463,616,556.8937388658524,618.3322466611862,0.6677533388137817,0.10626113414764404,0.676155270723594,5.409414768218994,3.610358888806497,0.9857851239669422,True
1563,616,656.7658421844244,618.4507302343845,0.5492697656154633,0.23415781557559967,0.597098951610537,5.276825428009033,3.593685698695815,0.9345454545454546,True
1663,616,756.679454177618,618.5409418940544,0.45905810594558716,0.32054582238197327,0.5598963912018772,4.92985200881958,2.8421590145601336,0.8537190082644628,True
1763,616,856.7326203882694,618.7904210686684,0.20957893133163452,0.26737961173057556,0.3397281048534303,5.068726062774658,2.7759100977003905,0.7713223140495867,True
1863,616,956.7947675138712,618.8660276532173,0.13397234678268433,0.20523248612880707,0.24508970411886097,5.562504291534424,3.199671130000336,0.6914049586776859,True
1963,616,1056.7829582691193,618.9032776355743,0.09672236442565918,0.2170417308807373,0.23761803114199145,5.446471691131592,3.5090640722342386,0.6155371900826446,True
2063,616,1156.5937123298645,618.9514018855989,0.048598114401102066,0.40628767013549805,0.40918387997020833,4.8677873611450195,2.645348550958608,0.543801652892562,True
2163,616,1256.4381650984287,618.7781403511763,0.2218596488237381,0.5618349015712738,0.6040531105786935,4.4983673095703125,4.04419447308655,0.4766942148760331,True
2263,616,1356.3921871185303,618.857652053237,0.14234794676303864,0.6078128814697266,0.6242591103285435,4.840336322784424,2.195597437072641,0.4103305785123967,True
2363,616,,,,,,,,0.24826446280991735,False
2463,616,,,,,,,,0.11320247933884298,False
163,716,,,,,,,,0.0,False
263,716,,,,,,,,0.0,False
363,716,,,,,,,,0.0,False
463,716,,,,,,,,0.016735537190082646,False
563,716,,,,,,,,0.08266528925619834,False
663,716,,,,,,,,0.18863636363636363,False
763,716,,,,,,,,0.29762396694214877,False
863,716,,,,,,,,0.4072314049586777,False
963,716,,,,,,,,0.5187809917355372,False
1063,716,-62.0,500.0,219.0,219.0,309.7127701597078,0.0,0.0,0.6327066115702479,False
1163,716,38.0,500.0,219.0,219.0,309.7127701597078,0.0,0.0,0.7487809917355371,False
1263,716,138.0,500.0,219.0,219.0,309.7127701597078,0.0,0.0,0.8657024793388429,False
1363,716,671.5067519843578,607.9917928064242,111.0082071935758,-214.50675198435783,241.5284014587325,6.066965579986572,1.1010481434655022,0.9585537190082645,False
1463,716,557.0041488166898,718.5584270954132,0.441572904586792,-0.0041488166898489,0.4415923943470291,5.4537248611450195,1.5675695530532157,0.9983471074380166,True
1563,716,656.676760673523,718.4147154092789,0.5852845907211304,0.3232393264770508,0.6686117814673463,5.061029434204102,1.7633171484421337,1.0,True
1663,716,756.4852368235588,718.4029830694199,0.5970169305801392,0.5147631764411926,0.7882958475211937,4.667607307434082,2.1304294361828706,1.0,True
1763,716,856.7135818600655,718.7357170283794,0.2642829716205597,0.2864181399345398,0.3897189243187392,5.102728843688965,2.4712136988749847,1.0,True
1863,716,956.808350905776,718.8141030222178,0.18589697778224945,0.19164909422397614,0.26699637013533467,5.616707801818848,3.3271478815404305,1.0,True
1963,716,1056.775337934494,718.8567657768726,0.1432342231273651,0.22466206550598145,0.2664377720074872,5.347777366638184,3.725459547366595,1.0,True
2063,716,1156.5564365684986,718.9670516289771,0.03294837102293968,0.44356343150138855,0.444785468420847,4.727994918823242,2.6040913758017035,0.9801652892561984,True
2163,716,1256.3866662681103,718.7816898673773,0.2183101326227188,0.6133337318897247,0.6510280951537544,4.456657409667969,4.672303569395455,0.9312396694214876,True
2263,716,1356.335885077715,718.7892204225063,0.2107795774936676,0.66411492228508,0.6967615519603007,4.645984172821045,3.8223831816214933,0.8648760330578512,True
2363,716,1456.304338902235,718.638186186552,0.36181381344795227,0.6956610977649689,0.7841260093539247,4.33439826965332,3.5405682270540018,0.6730578512396694,True
2463,716,,,,,,,,0.37175619834710744,False
163,816,,,,,,,,0.0,False
263,816,,,,,,,,0.0,False
363,816,,,,,,,,0.0,False
463,816,,,,,,,,0.0,False
563,816,,,,,,,,0.0,False
663,816,,,,,,,,0.0,False
763,816,,,,,,,,0.0,False
863,816,,,,,,,,0.011446280991735537,False
963,816,,,,,,,,0.07136363636363637,False
1063,816,,,,,,,,0.17816115702479338,False
1163,816,,,,,,,,0.29423553719008266,False
1263,816,138.0,600.0,219.0,219.0,309.7127701597078,0.0,0.0,0.41115702479338845,False
1363,816,238.0,600.0,219.0,219.0,309.7127701597078,0.0,0.0,0.5280371900826446,False
1463,816,338.0,600.0,219.0,219.0,309.7127701597078,0.0,0.0,0.645206611570248,False
1563,816,438.0,600.0,219.0,219.0,309.7127701597078,0.0,0.0,0.7626033057851239,False
1663,816,538.0,600.0,219.0,219.0,309.7127701597078,0.0,0.0,0.8797107438016529,False
1763,816,984.9143448099494,825.611493319273,-6.611493319272995,-127.9143448099494,128.08509457415184,6.468596935272217,1.0779651602608928,0.9662809917355372,False
1863,816,956.6114424467087,818.7644917666912,0.23550823330879211,0.3885575532913208,0.4543578987714047,5.125465393066406,1.1337313795541726,0.9995661157024793,False
1963,816,1056.6628255844116,818.8356643021107,0.164335697889328,0.3371744155883789,0.37509039994131727,4.796568870544434,2.388775020476129,1.0,True
2063,816,1156.473720639944,818.7211823761463,0.27881762385368347,0.5262793600559235,0.5955747074820139,4.281893730163574,2.6575382844256485,1.0,True
2163,816,1256.302207827568,818.7706519812346,0.22934801876544952,0.6977921724319458,0.7345164597331576,4.275371551513672,2.942266483687773,1.0,True
2263,816,1356.276615023613,818.6847302913666,0.31526970863342285,0.7233849763870239,0.7891012693211553,4.375357151031494,3.0799535008969277,1.0,True
2363,816,1456.236759379506,818.5733387470245,0.42666125297546387,0.7632406204938889,0.8744004057424088,4.10842752456665,3.6289234905909513,0.9362396694214876,True
2463,816,1556.0975261032581,818.5751732289791,0.4248267710208893,0.9024738967418671,0.9974652473527512,3.9415762424468994,3.632706815738258,0.5384917355371901,True
163,916,,,,,,,,0.0,False
263,916,,,,,,,,0.0,False
363,916,,,,,,,,0.0,False
463,916,,,,,,,,0.0,False
563,916,,,,,,,,0.0,False
663,916,,,,,,,,0.0,False
763,916,,,,,,,,0.0,False
863,916,,,,,,,,0.0,False
963,916,,,,,,,,0.0,False
1063,916,,,,,,,,0.0,False
1163,916,,,,,,,,0.0,False
1263,916,,,,,,,,0.014070247933884297,False
1363,916,,,,,,,,0.0793595041322314,False
1463,916,,,,,,,,0.1906611570247934,False
1563,916,,,,,,,,0.30805785123966944,False
1663,916,538.0,700.0,219.0,219.0,309.7127701597078,0.0,0.0,0.4253099173553719,False
1763,916,638.0,700.0,219.0,219.0,309.7127701597078,0.0,0.0,0.5422520661157024,False
1863,916,738.0,700.0,219.0,219.0,309.7127701597078,0.0,0.0,0.6587603305785124,False
1963,916,838.0,700.0,219.0,219.0,309.7127701597078,0.0,0.0,0.7743388429752066,False
2063,916,938.0,700.0,219.0,219.0,309.7127701597078,0.0,0.0,0.8882644628099173,False
2163,916,1256.4518558382988,918.7664837986231,0.23351620137691498,0.5481441617012024,0.5958119152153789,4.412909984588623,1.0770805265397367,0.9698760330578512,False
2263,916,1356.3366397619247,918.6245917677879,0.37540823221206665,0.6633602380752563,0.7622192245488497,4.38994026184082,1.8276313149966812,0.9998347107438017,True
2363,916,1456.1733281165361,918.6826534569263,0.3173465430736542,0.8266718834638596,0.8854915196152269,4.148573875427246,2.7827228668456208,0.9288429752066115,True
2463,916,1556.1134828329086,918.6963036060333,0.3036963939666748,0.8865171670913696,0.9370934783980033,4.134225845336914,2.2529684043015608,0.48076446280991736,True
163,1016,,,,,,,,0.0,False
263,1016,,,,,,,,0.0,False
363,1016,,,,,,,,0.0,False
463,1016,,,,,,,,0.0,False
563,1016,,,,,,,,0.0,False
663,1016,,,,,,,,0.0,False
763,1016,,,,,,,,0.0,False
863,1016,,,,,,,,0.0,False
963,1016,,,,,,,,0.0,False
1063,1016,,,,,,,,0.0,False
1163,1016,,,,,,,,0.0,False
1263,1016,,,,,,,,0.0,False
1363,1016,,,,,,,,0.0,False
1463,1016,,,,,,,,0.0,False
1563,1016,,,,,,,,0.0,False
1663,1016,,,,,,,,0.01925619834710744,False
1763,1016,,,,,,,,0.0909504132231405,False
1863,1016,,,,,,,,0.20421487603305785,False
1963,1016,,,,,,,,0.3197933884297521,False
2063,1016,938.0,800.0,219.0,219.0,309.7127701597078,0.0,0.0,0.4340495867768595,False
2163,1016,1038.0,800.0,219.0,219.0,309.7127701597078,0.0,0.0,0.5471694214876033,False
2263,1016,1138.0,800.0,219.0,219.0,309.7127701597078,0.0,0.0,0.6599380165289256,False
2363,1016,1238.0,800.0,219.0,219.0,309.7127701597078,0.0,0.0,0.6359504132231405,False
2463,1016,,,,,,,,0.3154338842975207,False
