reference_x,reference_y,source_x,source_y,residual_dy,residual_dx,residual_magnitude_px,peak_score,ambiguity_ratio,valid_fraction,accepted
163,316,,,,,,,,0.37880165289256196,False
263,316,,,,,,,,0.6394834710743802,False
363,316,,,,,,,,0.5731404958677686,False
463,316,,,,,,,,0.48876033057851237,False
563,316,,,,,,,,0.40611570247933887,False
663,316,,,,,,,,0.32413223140495867,False
763,316,,,,,,,,0.24082644628099173,False
863,316,,,,,,,,0.1559504132231405,False
963,316,,,,,,,,0.07214876033057852,False
1063,316,,,,,,,,0.01652892561983471,False
1163,316,,,,,,,,0.0,False
1263,316,,,,,,,,0.0,False
1363,316,,,,,,,,0.0,False
1463,316,,,,,,,,0.0,False
1563,316,,,,,,,,0.0,False
1663,316,,,,,,,,0.0,False
1763,316,,,,,,,,0.0,False
1863,316,,,,,,,,0.0,False
1963,316,,,,,,,,0.0,False
2063,316,,,,,,,,0.0,False
2163,316,,,,,,,,0.0,False
2263,316,,,,,,,,0.0,False
2363,316,,,,,,,,0.0,False
2463,316,,,,,,,,0.0,False
163,416,,,,,,,,0.6136570247933885,False
263,416,,,,,,,,0.9954132231404959,False
363,416,,,,,,,,0.9884297520661157,False
463,416,,,,,,,,0.9398347107438016,False
563,416,,,,,,,,0.8606611570247934,False
663,416,,,,,,,,0.7786776859504132,False
763,416,,,,,,,,0.6953719008264463,False
863,416,,,,,,,,0.610495867768595,False
963,416,,,,,,,,0.5254545454545455,False
1063,416,157.46585276722908,418.4104890823364,0.5895109176635742,-0.4658527672290802,0.7513600486980533,5.573412895202637,2.4127416306259377,0.4414876033057851,True
1163,416,,,,,,,,0.3591735537190083,False
1263,416,,,,,,,,0.2771900826446281,False
1363,416,,,,,,,,0.19388429752066116,False
1463,416,,,,,,,,0.10991735537190082,False
1563,416,,,,,,,,0.038264462809917354,False
1663,416,,,,,,,,0.003471074380165289,False
1763,416,,,,,,,,0.0,False
1863,416,,,,,,,,0.0,False
1963,416,,,,,,,,0.0,False
2063,416,,,,,,,,0.0,False
2163,416,,,,,,,,0.0,False
2263,416,,,,,,,,0.0,False
2363,416,,,,,,,,0.0,False
2463,416,,,,,,,,0.0,False
163,516,,,,,,,,0.39340909090909093,False
263,516,,,,,,,,0.6584917355371901,False
363,516,,,,,,,,0.7687190082644628,False
463,516,,,,,,,,0.878305785123967,False
