source_x,source_y,reference_x,reference_y,sub_pixel_residual,method
395.1975006312132,273.834530249238,1088,262,0.4604540169239044,dense_structural
495.09409039467573,273.8030700683594,1188,262,0.4811992943286896,dense_structural
594.8162897378206,273.5442151129246,1288,262,0.22366000711917877,dense_structural
694.5397786200047,273.42184695601463,1388,262,0.09647465497255325,dense_structural
794.3758682310581,273.3818588256836,1488,262,0.08231478184461594,dense_structural
894.1910898983479,273.26254135370255,1588,262,0.014085276052355766,dense_structural
993.8408527970314,273.1101311966777,1688,262,0.23474933207035065,dense_structural
1093.6094067692757,272.8337143957615,1788,262,0.464703232049942,dense_structural
1193.5031887888908,272.8745218962431,1888,262,0.37542542815208435,dense_structural
1293.1353511959314,272.7770358324051,1988,262,0.5552788376808167,dense_structural
195.20728440582752,373.2824150323868,888,362,0.1498757153749466,dense_structural
295.2636494040489,373.4530581831932,988,362,0.14915454387664795,dense_structural
395.2414713650942,373.67044746875763,1088,362,0.4283088445663452,dense_structural
495.12346632778645,373.7728735804558,1188,362,0.5621591210365295,dense_structural
594.8421090394258,373.49691554903984,1288,362,0.2940441370010376,dense_structural
694.6426963210106,373.500053614378,1388,362,0.2975691854953766,dense_structural
794.4438923001289,373.42163521051407,1488,362,0.23676635324954987,dense_structural
894.213710039854,373.2800349891186,1588,362,0.10754000395536423,dense_structural
993.8187669664621,373.0529463775456,1688,362,0.19653016328811646,dense_structural
1093.5905137956142,372.8443233668804,1788,362,0.37385293841362,dense_structural
1193.3570855259895,372.8171747177839,1888,362,0.41527125239372253,dense_structural
1292.9957240466028,372.76972860097885,1988,362,0.5749762654304504,dense_structural
1692.802198678255,372.4705136716366,2388,362,0.5296016335487366,dense_structural
1792.6481556296349,372.77577444911003,2488,362,0.20036093890666962,dense_structural
1892.5492911338806,373.0122177451849,2588,362,0.11631863564252853,dense_structural
1992.381754487753,372.98747655935585,2688,362,0.11770787835121155,dense_structural
295.20447055995464,473.4202380180359,988,462,0.17709951102733612,dense_structural
395.24174596369267,473.51922127604485,1088,462,0.4123822748661041,dense_structural
594.8164877742529,473.3797680735588,1288,462,0.288300484418869,dense_structural
694.5960776209831,473.51006323099136,1388,462,0.37406685948371887,dense_structural
794.3628522455692,473.41768461465836,1488,462,0.285320907831192,dense_structural
894.1371500045061,473.35479936003685,1588,462,0.23099496960639954,dense_structural
993.9082615152001,473.135777965188,1688,462,0.030080750584602356,dense_structural
1093.5782293975353,472.98326856456697,1788,462,0.1911448985338211,dense_structural
1193.1575929671526,472.7274802029133,1888,462,0.5304604768753052,dense_structural
1292.7825422286987,472.703753054142,1988,462,0.7038155198097229,dense_structural
1392.8088493943214,472.7260037958622,2088,462,0.5107883810997009,dense_structural
1493.017689872533,472.68156039714813,2188,462,0.3016164004802704,dense_structural
1592.997357608052,472.5323724448681,2288,462,0.4324570894241333,dense_structural
1692.7915292829275,472.54531079530716,2388,462,0.3876476585865021,dense_structural
1792.6426111757755,472.71814092993736,2488,462,0.20144417881965637,dense_structural
1892.4757362008095,472.80693404376507,2588,462,0.10864689946174622,dense_structural
1992.3077069818974,472.88856092840433,2688,462,0.0915573388338089,dense_structural
2092.177936628461,472.8901329487562,2788,462,0.13850535452365875,dense_structural
2192.0941020026803,472.832773655653,2888,462,0.20998822152614594,dense_structural
2291.821583777666,472.72109493613243,2988,462,0.11686038225889206,dense_structural
2391.656335681677,472.81380961835384,3088,462,0.12482977658510208,dense_structural
2491.616890490055,473.0043349759653,3188,462,0.36683347821235657,dense_structural
2591.417763054371,472.8735971748829,3288,462,0.27019351720809937,dense_structural
2691.227186962962,472.84079329669476,3388,462,0.24896781146526337,dense_structural
494.81610003113747,573.5038176774979,1188,562,0.3635920286178589,dense_structural
594.6758047640324,573.0724691972136,1288,562,0.16220243275165558,dense_structural
694.3849213123322,573.2154420316219,1388,562,0.10859910398721695,dense_structural
794.2082137018442,573.2269659787416,1488,562,0.1434207409620285,dense_structural
894.0769984200597,573.3232434689999,1588,562,0.269925594329834,dense_structural
993.9826176892966,573.2072474807501,1688,562,0.2172621488571167,dense_structural
1093.6638350486755,573.0083125140518,1788,562,0.01953592151403427,dense_structural
1193.2157513201237,572.7537506371737,1888,562,0.3774522840976715,dense_structural
1292.8876875415444,572.6186560988426,1988,562,0.5711193084716797,dense_structural
1392.7039286494255,572.4297351837158,2088,562,0.6914802193641663,dense_structural
1492.8343868851662,572.5160088837147,2188,562,0.4285668432712555,dense_structural
1792.3497581779957,572.4740164875984,2488,562,0.3885257840156555,dense_structural
1892.3407815098763,572.659452855587,2588,562,0.14615604281425476,dense_structural
1992.1478188335896,572.7600439637899,2688,562,0.02613673359155655,dense_structural
2092.0372042544186,572.8402502387762,2788,562,0.09516853094100952,dense_structural
2191.9553067348897,572.8070750534534,2888,562,0.1497219204902649,dense_structural
2291.760724082589,572.7170991301537,2988,562,0.10270437598228455,dense_structural
2391.536064326763,572.7525378614664,3088,562,0.08747221529483795,dense_structural
2491.4959079623222,572.7671494185925,3188,562,0.20883019268512726,dense_structural
2591.28335416317,572.7678795307875,3288,562,0.19218197464942932,dense_structural
2691.0554181709886,572.7963029444218,3388,562,0.207285538315773,dense_structural
2790.8795177042484,572.8084925413132,3488,562,0.2409515231847763,dense_structural
2890.6152056753635,572.6843971014023,3588,562,0.13720519840717316,dense_structural
2990.3013460040092,572.7014088332653,3688,562,0.24975915253162384,dense_structural
3090.2390132397413,572.8806520104408,3788,562,0.3872353434562683,dense_structural
594.6832257509232,673.1597288995981,1288,662,0.23631109297275543,dense_structural
694.3158088028431,672.9254429787397,1388,662,0.11464767903089523,dense_structural
794.1069977208972,673.0534001737833,1488,662,0.04637724161148071,dense_structural
894.0735640227795,673.2043758630753,1588,662,0.24416019022464752,dense_structural
993.9715458173305,673.1195627525449,1688,662,0.23847632110118866,dense_structural
1093.779080107808,672.9906608816236,1788,662,0.16432061791419983,dense_structural
1193.365944981575,672.7657461464405,1888,662,0.17119380831718445,dense_structural
